scan,generation,entries,bank_groups,transactions,retried_entries,failed_entries,entry_bank,exit_bank,a8_pre,a8_post,physical_receipt,configuration_projection,raw_sha256
SCAN1_SINGLE,2,82,10,105,0,0,0x00,0x00,0x0F,0x0F,PASS,PASS,172A535BB17166B6B2D014E464044BA0B23BE5804CC0DB2D56D8CEBC5B8968C6
