"IMAGE_ROLE","HIERARCHY_PATH","RAW_NAME","DEPTH","TOTAL_DYNAMIC_POWER_W","CLOCK_W","IO_W","SIGNAL_W","LOGIC_W","BRAM_W","CLOCK_IP_W","GT_W","PCIE_W","OTHER_REPORTED_CATEGORIES","POWER_VALUE_W","POWER_LOWER_BOUND_W","POWER_UPPER_BOUND_EXCLUSIVE_W","REPORT_RESOLUTION_W","SOURCE_TABLE","SOURCE_FILE","SOURCE_LINE"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i","pipe_wrapper_i","8","0.262","0.005","0.000","<0.001","<0.001","0.000","0.107","0.149","0.000","","0.262000","0.262000","0.262000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","219"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_clock_int.pipe_clock_i","pipe_clock_int.pipe_clock_i","9","0.108","<0.001","0.000","<0.001","<0.001","0.000","0.107","0.000","0.000","","0.108000","0.108000","0.108000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","220"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gt_wrapper_i","pipe_lane[0].gt_wrapper_i","9","0.149","<0.001","0.000","<0.001","<0.001","0.000","0.000","0.149","0.000","","0.149000","0.149000","0.149000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","221"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i","pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i","9","0.001","<0.001","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","222"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].pipe_quad.gt_common_enabled.gt_common_int.gt_common_i","pipe_lane[0].pipe_quad.gt_common_enabled.gt_common_int.gt_common_i","9","0.002","0.002","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.002000","0.002000","0.002000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","223"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].pipe_quad.gt_common_enabled.gt_common_int.gt_common_i/qpll_drp_i","qpll_drp_i","10","0.001","<0.001","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","224"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i","pcie_top_i","7","0.038","<0.001","0.000","0.002","<0.001","0.010","0.000","0.000","0.025","","0.038000","0.038000","0.038000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","225"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/axi_basic_top","axi_basic_top","8","0.001","<0.001","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","226"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i","pcie_7x_i","8","0.037","<0.001","0.000","0.002","<0.001","0.010","0.000","0.000","0.025","","0.037000","0.037000","0.037000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","227"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top","pcie_bram_top","9","0.011","<0.001","0.000","<0.001","0.000","0.010","0.000","0.000","0.000","","0.011000","0.011000","0.011000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","228"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx","pcie_brams_rx","10","0.005","<0.001","0.000","<0.001","0.000","0.005","0.000","0.000","0.000","","0.005000","0.005000","0.005000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","229"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[0].ram","brams[0].ram","11","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","230"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[0].ram/use_tdp.ramb36","use_tdp.ramb36","12","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","231"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[1].ram","brams[1].ram","11","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","232"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[1].ram/use_tdp.ramb36","use_tdp.ramb36","12","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","233"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[2].ram","brams[2].ram","11","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","234"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[2].ram/use_tdp.ramb36","use_tdp.ramb36","12","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","235"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[3].ram","brams[3].ram","11","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","236"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[3].ram/use_tdp.ramb36","use_tdp.ramb36","12","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","237"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx","pcie_brams_tx","10","0.005","<0.001","0.000","<0.001","0.000","0.005","0.000","0.000","0.000","","0.005000","0.005000","0.005000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","238"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[0].ram","brams[0].ram","11","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","239"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[0].ram/use_tdp.ramb36","use_tdp.ramb36","12","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","240"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[1].ram","brams[1].ram","11","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","241"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[1].ram/use_tdp.ramb36","use_tdp.ramb36","12","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","242"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[2].ram","brams[2].ram","11","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","243"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[2].ram/use_tdp.ramb36","use_tdp.ramb36","12","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","244"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[3].ram","brams[3].ram","11","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","245"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[3].ram/use_tdp.ramb36","use_tdp.ramb36","12","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","246"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/xdma_v41_m1_axi_stream_intf_i","xdma_v41_m1_axi_stream_intf_i","4","0.005","0.002","0.000","0.001","<0.001","<0.001","0.000","0.000","0.000","","0.005000","0.005000","0.005000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","247"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/xdma_v41_m1_axi_stream_intf_i/xdma_v41_m1_rx_demux_i","xdma_v41_m1_rx_demux_i","5","0.003","0.001","0.000","<0.001","<0.001","<0.001","0.000","0.000","0.000","","0.003000","0.003000","0.003000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","248"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/xdma_v41_m1_axi_stream_intf_i/xdma_v41_m1_rx_demux_i/dma_cpl_fifo_inst","dma_cpl_fifo_inst","6","0.001","<0.001","0.000","<0.001","<0.001","<0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","249"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/xdma_v41_m1_axi_stream_intf_i/xdma_v41_m1_rx_demux_i/dma_cpl_fifo_inst/U0","U0","7","0.001","<0.001","0.000","<0.001","<0.001","<0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","250"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/xdma_v41_m1_axi_stream_intf_i/xdma_v41_m1_rx_demux_i/dma_cpl_fifo_inst/U0/inst_fifo_gen","inst_fifo_gen","8","0.001","<0.001","0.000","<0.001","<0.001","<0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","251"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/xdma_v41_m1_axi_stream_intf_i/xdma_v41_m1_rx_demux_i/dma_cpl_fifo_inst/U0/inst_fifo_gen/gaxis_fifo.gaxisf.axisf","gaxis_fifo.gaxisf.axisf","9","0.001","<0.001","0.000","<0.001","<0.001","<0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","252"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/xdma_v41_m1_axi_stream_intf_i/xdma_v41_m1_rx_demux_i/dma_cpl_fifo_inst/U0/inst_fifo_gen/gaxis_fifo.gaxisf.axisf/grf.rf","grf.rf","10","0.001","<0.001","0.000","<0.001","<0.001","<0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","253"
"FORMAL_PHASE2_FAIL_CONTROL","ahd_capture_top_xdma/XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/xdma_v41_m1_axi_stream_intf_i/xdma_v41_m1_rx_demux_i/dma_cpl_fifo_inst/U0/inst_fifo_gen/gaxis_fifo.gaxisf.axisf/grf.rf/gntv_or_sync_fifo.mem","gntv_or_sync_fifo.mem","11","0.001","<0.001","0.000","<0.001","<0.001","<0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\03_FORMAL_PHASE2\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","254"
"RCA_PASS_CONTROL","ahd_capture_top_pcie","ahd_capture_top_pcie","0","0.323","0.018","0.001","0.008","0.004","0.012","0.107","0.149","0.025","","0.323000","0.323000","0.323000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","165"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/NVP_AUTOINIT","NVP_AUTOINIT","1","0.002","0.001","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.002000","0.002000","0.002000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","166"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/NVP_AUTOINIT/u_sequence","u_sequence","2","0.002","0.001","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.002000","0.002000","0.002000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","167"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/NVP_PHYSICAL_FRONTEND","NVP_PHYSICAL_FRONTEND","1","0.001","<0.001","<0.001","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","168"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/app","app","1","0.019","0.009","0.000","0.005","0.003","0.002","0.000","0.000","0.000","","0.019000","0.019000","0.019000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","169"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/app/PIO","PIO","2","0.019","0.009","0.000","0.005","0.003","0.002","0.000","0.000","0.000","","0.019000","0.019000","0.019000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","170"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/app/PIO/PIO_EP_inst","PIO_EP_inst","3","0.019","0.009","0.000","0.005","0.003","0.002","0.000","0.000","0.000","","0.019000","0.019000","0.019000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","171"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/app/PIO/PIO_EP_inst/COMPLETER","COMPLETER","4","0.002","<0.001","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.002000","0.002000","0.002000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","172"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/app/PIO/PIO_EP_inst/G0P8C2_CAPTURE","G0P8C2_CAPTURE","4","0.017","0.009","0.000","0.004","0.002","0.002","0.000","0.000","0.000","","0.017000","0.017000","0.017000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","173"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/app/PIO/PIO_EP_inst/G0P8C2_CAPTURE/BAR_TARGET","BAR_TARGET","5","0.004","<0.001","0.000","<0.001","<0.001","0.002","0.000","0.000","0.000","","0.004000","0.004000","0.004000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","174"
