session_index,sample_index,monotonic_ms,utc,target_count,device_count,target_path,canonical_id,server_endpoint,transport_class,part,idcode,done,refresh_result
2,1,1788646468294,2026-09-05T22:14:28Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
2,2,1788646469112,2026-09-05T22:14:29Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
2,3,1788646469932,2026-09-05T22:14:29Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
2,4,1788646470763,2026-09-05T22:14:30Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
2,5,1788646471590,2026-09-05T22:14:31Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
