SessionID,Round,Channel,Entrypoint,EntrypointSHA256,ExecutionRoot,ExitCode,StructuredResult,StructuredSchema,LocalModuleOriginsUnderBundle,RuntimeImportFailure,OriginViolation,Result
1,1,1,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle/validate_nvp_capture_r3r2.py,CBAEFF14DACA8237F52683743FA1BD4389E359EBD26B4034243310CE067B2D3D,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle,0,PASS,PASS,PASS_BY_EXACT_ENTRYPOINT_AND_DUT_ORIGIN_GATE,0,0,PASS
3,1,3,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle/validate_nvp_capture_r3r2.py,CBAEFF14DACA8237F52683743FA1BD4389E359EBD26B4034243310CE067B2D3D,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle,0,PASS,PASS,PASS_BY_EXACT_ENTRYPOINT_AND_DUT_ORIGIN_GATE,0,0,PASS
6,2,3,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle/validate_nvp_capture_r3r2.py,CBAEFF14DACA8237F52683743FA1BD4389E359EBD26B4034243310CE067B2D3D,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle,0,PASS,PASS,PASS_BY_EXACT_ENTRYPOINT_AND_DUT_ORIGIN_GATE,0,0,PASS
8,2,1,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle/validate_nvp_capture_r3r2.py,CBAEFF14DACA8237F52683743FA1BD4389E359EBD26B4034243310CE067B2D3D,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle,0,PASS,PASS,PASS_BY_EXACT_ENTRYPOINT_AND_DUT_ORIGIN_GATE,0,0,PASS
10,3,3,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle/validate_nvp_capture_r3r2.py,CBAEFF14DACA8237F52683743FA1BD4389E359EBD26B4034243310CE067B2D3D,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle,0,PASS,PASS,PASS_BY_EXACT_ENTRYPOINT_AND_DUT_ORIGIN_GATE,0,0,PASS
12,3,1,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle/validate_nvp_capture_r3r2.py,CBAEFF14DACA8237F52683743FA1BD4389E359EBD26B4034243310CE067B2D3D,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle,0,PASS,PASS,PASS_BY_EXACT_ENTRYPOINT_AND_DUT_ORIGIN_GATE,0,0,PASS
13,4,3,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle/validate_nvp_capture_r3r2.py,CBAEFF14DACA8237F52683743FA1BD4389E359EBD26B4034243310CE067B2D3D,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle,0,PASS,PASS,PASS_BY_EXACT_ENTRYPOINT_AND_DUT_ORIGIN_GATE,0,0,PASS
15,4,1,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle/validate_nvp_capture_r3r2.py,CBAEFF14DACA8237F52683743FA1BD4389E359EBD26B4034243310CE067B2D3D,/home/vcdeagent1/vcde_artifacts/g2b_nvp_video_diag1_r3r2r1/20260911T093811Z/runtime-bundle,0,PASS,PASS,PASS_BY_EXACT_ENTRYPOINT_AND_DUT_ORIGIN_GATE,0,0,PASS
