Status,ExpectedTailJumps,UnexpectedGaps,ExpectedDelta,Reason
NOT_REACHED,N/A,N/A,22,FIX1_FULL_PRODUCT_BUILD_BUS_SKEW_EXPORT_COUNT_FAILED:EXPECTED_17_FOUND_11
