Checkpoint,Epoch,ErrorStatus,LastErrorCause,Attempted,Committed,Streamed,Dropped,Overflow,Discontinuity,Abandoned,BeatsStreamed
NOT_REACHED_BUILD_HARD_GATE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
