Status,Line0Present,Line0SOF,VerticalBoundaryMalformed,VerticalBoundaryDrops,Reason
NOT_REACHED,N/A,N/A,N/A,N/A,FIX1_FULL_PRODUCT_BUILD_BUS_SKEW_EXPORT_COUNT_FAILED:EXPECTED_17_FOUND_11
