Status,RecordsRequested,RecordsValidated,Failures,Reason
NOT_REACHED,2500,0,N/A,FIX1_FULL_PRODUCT_BUILD_BUS_SKEW_EXPORT_COUNT_FAILED:EXPECTED_17_FOUND_11
