phase,status,reason,scans,credible_ch1_response,novid,f0,f2,f3
CONNECTED_BASELINE,NOT_REACHED,PRE_CAMERA_GATE_FAILED,0,NOT_REACHED,N/A,N/A,N/A,N/A
