sequence,level,status,novid,f0,f2,f3,f4,f5,e2,e3,e8,e9,ea,eb
NONE,NONE,NOT_REACHED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
