measurement_id,candidate,status,reason,bitstream_sha256,runtime_source_commit,counter_clock_source,free_running_counter_start,counter_at_init_done,counter_delta,host_wall_clock_start,host_wall_clock_init_done,init_done_seconds,derived_clock_hz,clock_consistency,manual_cold_reset_receipt
R2-C3-INIT-DONE-01,C3,NOT_RUN,C3_NON_CLEAN_SUSPEND_BLOCK_BEFORE_TIMING_PHASE,F6A6905DD4AA40FD5F68923629AC3C02929D7D5628895AB43FDADB248929D3C6,20c3323d79d3896edc586d6db1df7deee60f9e41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,INCONCLUSIVE,NONE
