Result,Node,BDF,Reason
NOT_REACHED,N/A,N/A,R3R4R2_CAPTURE_TOOL_ARCHITECTURE_HARD_GATE_FAILED:PERSISTED_FIRST_RECORD_REREAD_HASH_PROOF_ABSENT
