status,reason,channel,active_rounds,no_video_rounds,complete_captures,bgdcol_matches,live_captures
NOT_REACHED,NVP_DIAG1_R2R1_FROZEN_BASELINE_DOUBLE_READ_AND_HOST_LEDGER_CAPABILITY_ABSENT,,,,,,
