status,reason,transaction_id,operation,bank,address,value,result
NOT_REACHED,NVP_DIAG1_R2R1_FROZEN_BASELINE_DOUBLE_READ_AND_HOST_LEDGER_CAPABILITY_ABSENT,,,,,,
