status,reason,sequence,bank,address,old_value,new_value,readback
NOT_REACHED,NVP_DIAG1_R2R1_FROZEN_BASELINE_DOUBLE_READ_AND_HOST_LEDGER_CAPABILITY_ABSENT,,,,,,
