status,reason,session,raw_frame_sha256,png_sha256,published
NOT_REACHED,NVP_DIAG1_R2R1_FROZEN_BASELINE_DOUBLE_READ_AND_HOST_LEDGER_CAPABILITY_ABSENT,,,,
