"case_id","op_read","stretch_phase","stretch_bit","extra_cycles","edge_phase_ns","scl_input_delay_ns","sda_input_delay_ns","ack_mode","ack_lead_ns","early_release_ns","stratum","declared_class","checker","experiment_outcome","success","timeout","raw","starts","stops","bytes","bits","max_scl_wait","target_low","master_release","slave_release","bus_high","bus_fall","ack_assert","ack_release","sample","sample_bus_sda","sample_raw_sda","sample_filtered_sda","raw_scl_high","sync_scl_high","filtered_scl_high","raw_sda_low","sync_sda_low","filtered_sda_low","ack_high_violation","starts_pin","stops_pin","pin_rises","pin_bytes","ack_valid_from_low_ps","ack_setup_to_high_ps","log_sha256","pin_sha256"
"58","0","2","3","1260","4","0","0","0","2000","0","all_data_bits","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","19","1250","902680000","922696000","0","0","0","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","21","[(0, 96), (0, 255)]","","","BAAFBF383EE33E6257A05D6D2CE621BDC70DF9164AE73A1E3F20F649AE28D607","52C2B20704EF036DFB16CE8ECEFD38344E6CFF9218ECACA1BE1F0D34AA52806F"
"59","0","2","4","0","4","0","0","0","2000","0","all_data_bits","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","5","942792000","962808000","962812000","962812000","982904000","0","0","982904000","0","0","0","962812000","962840000","962888000","742232000","742264000","742312000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","","","0C1C8DE869DC66E0B7102E2464D2EF4037DBD7FC9BEAE3F0A108A012BEA81433","F3B0500B1931600C0C42EF7D3E5E9073EB0F917073671611608898D9F9B08085"
"60","0","2","4","64","4","0","0","0","2000","0","all_data_bits","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","69","942792000","962808000","963836000","963836000","983928000","0","0","983928000","0","0","0","963836000","963864000","963912000","742232000","742264000","742312000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","","","CBA9B5C675EBAF1D7DAFD5F58C1D37F038B96EBEC3B0A05FFB874569BBF44EDC","9A075853D2FF41CA2EBC3546D88C43125CB904D7B2DC013F5E3E6E8E3C785948"
"61","0","2","4","1248","4","0","0","0","2000","0","all_data_bits","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","1","2","21","1250","942792000","962808000","982780000","982780000","0","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","1","22","[(0, 96), (0, 255)]","","","26EB8DE2CE98AAA8083584FED356B1111E8FCB7B1A3B28638FBBCD1319D4EFB3","8A9D5ED4DB4B8582AD29F0CFE08F9599E5867C2F623842FA08CBBA98ECC7DB5C"
"62","0","2","4","1260","4","0","0","0","2000","0","all_data_bits","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","20","1250","942792000","962808000","0","0","0","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","22","[(0, 96), (0, 255)]","","","B028F5210D13CD6EF136CFB625CDBA798CCE953C5CC7D8883E7779EF10446B30","ACA43F418AC43E4D9D2BE1D8696CBB906056242021AEC0D33C479E343CF2653F"
"63","0","2","5","0","4","0","0","0","2000","0","all_data_bits","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","5","982904000","1002920000","1002924000","1002924000","1023016000","0","0","1023016000","1","1","1","1002924000","1002952000","1003000000","742232000","742264000","742312000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","","","9A272D2BC720507F4B47C09D24732FD6ADDD44E3F5FEF188297CAB7F93408594","AA97AD6DB0813F1F3E8CB2D87E433DFC400F76F1C9EB9486F48EF5DF6BA0D474"
"64","0","2","5","64","4","0","0","0","2000","0","all_data_bits","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","69","982904000","1002920000","1003948000","1003948000","1024040000","0","0","1024040000","1","1","1","1003948000","1003976000","1004024000","742232000","742264000","742312000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","","","8941E72D619F307F7066E5811ED15E3E41A5F4A796DA863D9635DFA5C03196D4","F965750CAE7BBDB86030875D286A681645F24E9250D5202AABA97E52CC0D10AE"
"65","0","2","5","1248","4","0","0","0","2000","0","all_data_bits","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","22","1250","982904000","1002920000","1022892000","1022892000","0","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","23","[(0, 96), (0, 255)]","","","0C048C3033CDE60ECA6421B02F9DA4AD43876210F88664016473AB546C07210F","21FEBCFDADE8B812D2ADBF442B2BA59B1B7B513BAD931EB87A39C9DCA20ECA3A"
"66","0","2","5","1260","4","0","0","0","2000","0","all_data_bits","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","21","1250","982904000","1002920000","0","0","0","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","23","[(0, 96), (0, 255)]","","","C98C94C2598D3AD5386CDD017C41CFF65499B29C06F7FFED1A8B63091DAABBCD","186C519F1B7E5A4213B4888D62227715C6419344D0DE678A000637EDB2B39F27"
"67","0","2","6","0","4","0","0","0","2000","0","all_data_bits","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","5","1023016000","1043032000","1043036000","1043036000","1063128000","0","0","1063128000","0","0","0","1043036000","1043064000","1043112000","1023016000","1023048000","1023096000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","","","3D4E2E7EF8DA7F58DDF57B2AD2B04ED01F15B384906DED3FCF699B9B011EFA26","3A029A39CE47370EDD14721F8DFC4BAD7559FF135AA3D5EEDF1629775717DE86"
"68","0","2","6","64","4","0","0","0","2000","0","all_data_bits","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","69","1023016000","1043032000","1044060000","1044060000","1064152000","0","0","1064152000","0","0","0","1044060000","1044088000","1044136000","1023016000","1023048000","1023096000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","","","4F9BEC48EA01214ECA50F74D6FC7C86FBA85F77EE342013D83DE0723E54FC038","4BF4F57018F0D7F2F3BF7D1C5C48C4DDFEEFDD24D7B05A74FEB700176887F611"
"69","0","2","6","1248","4","0","0","0","2000","0","all_data_bits","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","1","2","23","1250","1023016000","1043032000","1063004000","1063004000","0","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","1","24","[(0, 96), (0, 255)]","","","23892B2353C5CD557B5365F3095553F3E981070A0D6C8AB9ED69126C466E13C1","72D078F9883E77A7ED00D39A99F27B9FF3A6ACFD45B3A5049CD9ACFDCA1C277D"
"70","0","2","6","1260","4","0","0","0","2000","0","all_data_bits","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","22","1250","1023016000","1043032000","0","0","0","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","24","[(0, 96), (0, 255)]","","","08F71F3CA248E953B96B5F57AC5170CEC2CABE33034ADDA2E6846EBDB5F70D06","E35C219197FBEFDF95A05541F2DD75C684257F1D9885AD4E4E4D822A14AA6671"
"71","0","2","7","0","4","0","0","0","2000","0","all_data_bits","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","5","1063128000","1083144000","1083148000","1083148000","1103240000","0","0","1103240000","1","1","1","1083148000","1083176000","1083224000","1023016000","1023048000","1023096000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","","","523042E5C3DF115BA8FB43EC74409D17C4EA42A94F5E7513227B98B6EC09EACC","919170858AF4E238FF95B98114FE4A2815C7AADEC577097B578DF9CB1745C60C"
"72","0","2","7","64","4","0","0","0","2000","0","all_data_bits","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","69","1063128000","1083144000","1084172000","1084172000","1104264000","0","0","1104264000","1","1","1","1084172000","1084200000","1084248000","1023016000","1023048000","1023096000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","","","217BB9FD8510F2E31E744F10281EE24A8724FE7A348AEF3A6DBB37654171D1F4","30D2CD5262562CA286F9F841A18026C37FB054065364938E62CBBF5B1AB7B464"
"73","0","2","7","1248","4","0","0","0","2000","0","all_data_bits","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1063128000","1083144000","1103116000","1103116000","0","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","25","[(0, 96), (0, 255)]","","","842B819F2370EC5C1F4D3BE30EA2EDB739843FA69F2F946F12A756CAC154248D","C6C72DCCAC38C92FEE154D54C86F6535CB0287CD078399364C791B0DA917F715"
"74","0","2","7","1260","4","0","0","0","2000","0","all_data_bits","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","23","1250","1063128000","1083144000","0","0","0","0","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","25","[(0, 96), (0, 255)]","","","BBAA26B09A145008AD3B93643E9150470EB9D56A0503726A3D5F8393F7946169","1CB23F44192EF68DC16C9351CB71975EBB380A0F2B0D092C2EB45237E0E7BB61"
"75","1","5","2","256","12","0","0","0","2000","0","register_bit_before_ack","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","501560000","521576000","525684000","525684000","545768000","0","0","545768000","1","1","1","525684000","525704000","525752000","180664000","180696000","180744000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","","","A35C2CC8A9B7EBFB11108BFBB9830F7060EFA358DDC9FCA7D0DCBD0AE171ADFF","B5C48348A634D798409155410C9BA102AA0FAF6A36B4B7855264EEACAB4D1E4F"
"76","1","5","6","256","12","0","0","0","2000","0","register_bit_before_ack","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","662008000","682024000","686132000","686132000","706216000","0","0","706216000","0","0","0","686132000","686152000","686200000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","","","8E94F70839433272AC3613983372A0F8D229D1C800CD0BCBA74E35BDC4CCF640","4773AAD46DD23202F83F57558E8A0BE14E477BE4DE2483EB19B7E9A64B7025B7"
"77","0","0","-1","0","8","0","0","0","2000","0","address_ack_control","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","5","381224000","401240000","401248000","401248000","421336000","381224000","0","421336000","0","0","0","401248000","401272000","401320000","180664000","180696000","180744000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","20024000","16BAEDA56203A5F58EC3F3F62CDA7146039884F5AF417BCCFE76E57477DB0195","31FD2590445BE0450F809C269120F40DEF5F80B385A637F42A4B3BF5D2820DA8"
"78","0","0","-1","256","8","0","0","0","2000","0","address_ack_control","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","381224000","401240000","405344000","405344000","425432000","381224000","0","425432000","0","0","0","405344000","405368000","405416000","180664000","180696000","180744000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","C1A7D75854F98B7AF91C504328CB53B713C7B0EE77626CC64BDCD4798448D85A","7BAD78668FB1622509E70FBC5BDB1C677C6421D3BF8300D1D9D1B79909BEBE0D"
"79","0","0","-1","1248","8","0","0","0","2000","0","address_ack_control","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","1","8","1250","381224000","401240000","421216000","421216000","0","381224000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","8","[(0, 96)]","0","39992000","C98D5CDD9F7F272B2CFEBB069285B046092711CE2BEB6A806A446B579E103BED","45009D9B47D2F75F62B3FC0ADBB68A67887C0EC7EF74C2239B2964CC4AD54D9A"
"80","1","4","-1","0","8","0","0","0","2000","0","address_ack_control","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","5","1183384000","1203400000","1203408000","1203408000","1223496000","1183384000","0","1223496000","0","0","0","1203408000","1203432000","1203480000","1183384000","1183416000","1183464000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","20024000","84F5A5153B3EBAF2B0F5CB456E789CA319663F11EEB6D38A37A630F52D33D53E","E698D16A9E5F1158A1E70807D9532B7AB3791B7EC52703DE202C5E2966A9E653"
"81","1","4","-1","256","8","0","0","0","2000","0","address_ack_control","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","1183384000","1203400000","1207504000","1207504000","1227592000","1183384000","0","1227592000","0","0","0","1207504000","1207528000","1207576000","1183384000","1183416000","1183464000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24120000","084837784BCB04ED0D5D4C766290375E1E6F424078BE7864E50E938275CFBABD","2D57F4350CA3171A24A6556B77FCA5E9338928F68EDBC9040F236FB0CE485B20"
"82","1","4","-1","1248","8","0","0","0","2000","0","address_ack_control","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","2","0","3","24","1250","1183384000","1203400000","1223376000","1223376000","0","1183384000","0","0","-1","-1","-1","0","0","0","0","0","0","0","2","0","26","[(0, 96), (0, 244), (1, 97)]","0","39992000","EFC56BAB56D245890CCAF659BFC262F04433918AC02DB46A24F9B2DBCA9A24C9","408EABA52BCE220B42F301AB1305870AF80415C66967AF0D7BCF5F2F4F281B03"
"83","0","3","-1","256","1","0","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","1103240000","1123256000","1127353000","1127353000","1147448000","1103240000","0","1147448000","0","0","0","1127353000","1127384000","1127432000","1103240000","1103272000","1103320000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24113000","D8BEF1D42701506478ADED4308FEAECA4232FCAAB7EFD8D0BEB3232D6F4751B9","AC46E5B0C54B7CEEEDE627E25CE95B4BD7E4C8A359833CF8C3057908A01BE32D"
"84","0","3","-1","256","1","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","263","1103656000","1123672000","1127769000","1127769000","1147896000","1103656000","0","1147896000","0","0","0","1127801000","1127832000","1127880000","1103656000","1103688000","1103736000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24113000","3E635C226A2CB21ECE7A083CD8ED4EFED245567DFBFDCA69568B9236F0FD26DB","D66894E632DD7090EE55BEBA157C621BDCE0426C71DBDD8DDE5DD357FAEE4723"
"85","0","3","-1","256","1","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","1103240000","1123256000","1127353000","1127353000","1147448000","1103240000","0","1147448000","0","0","0","1127353000","1127384000","1127432000","1103240000","1103272000","1103320000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24113000","77AF851BF079B9ECE1A1E7EEBC22829257F23A72A4E53C2D809126ADD4BAAB73","AC46E5B0C54B7CEEEDE627E25CE95B4BD7E4C8A359833CF8C3057908A01BE32D"
"86","0","3","-1","256","1","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","269","1106152000","1126168000","1130265000","1130265000","1150488000","1106152000","0","1150488000","0","0","0","1130393000","1130424000","1130472000","1106152000","1106184000","1106232000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24113000","67D5782C54D8F4AA85973190D988B5205B04AB776120625C9004B9741A3CAF8E","D106D4F3C684965C2B43FACD4C2CA617719881B8F21B5AFBCAB773B37E8238CA"
"87","0","3","-1","1248","1","0","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103240000","1123256000","1143225000","1143225000","0","1103240000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39985000","2039EF5030F013F4A8AB29BF3213291A90166D92B08C0829E1EEB874B3AA7A7F","0B6656D6097660FE371B77C2BD573BC999BD7D16FE3FCCF141C436AEB275DC6B"
"88","0","3","-1","1248","1","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103656000","1123672000","1143641000","1143641000","0","1103656000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39985000","5B3FDCF97251716ED1DE6642E180F3022B0324C642BF013DB4A6634F5FA31FF6","41548F28037FDE14F5E6890DF028DCC334F43767862387254761A44BF5D7D908"
"89","0","3","-1","1248","1","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103240000","1123256000","1143225000","1143225000","0","1103240000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39985000","623E6699C816878949B1AC32B54D829118B962FE80F37720CAAA47BEFD1394CD","0B6656D6097660FE371B77C2BD573BC999BD7D16FE3FCCF141C436AEB275DC6B"
"90","0","3","-1","1248","1","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1106152000","1126168000","1146137000","1146137000","0","1106152000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39985000","C6CD915AE729627880AEC561C34CCAA37BEE7645EAC6163F34F894310D1527BE","61980C03C42DB3EF894069A426ADB73E355FEBA6B05B63DE61F92FCAA760736F"
"91","0","3","-1","256","4","0","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","1103240000","1123256000","1127356000","1127356000","1147448000","1103240000","0","1147448000","0","0","0","1127356000","1127384000","1127432000","1103240000","1103272000","1103320000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24116000","8810DEAE4534D9E3B3AD52326E8D9059CA49D632B6872ECEDC8B287B5E5CECD5","3640A7BD0367F0020134E46EF3332968DAB706D532372F7346FF003834B13269"
"92","0","3","-1","256","4","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","263","1103656000","1123672000","1127772000","1127772000","1147896000","1103656000","0","1147896000","0","0","0","1127804000","1127832000","1127880000","1103656000","1103688000","1103736000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24116000","58318EE635990793E9F6CAB2D5CBCFD04FFF8D4E7E6432E21BF7423A2B32E7A6","A64DFE1795299E839953F4FF0B3BC6DA7361462279CB14C2A60F41A43759D3B1"
"93","0","3","-1","256","4","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","1103240000","1123256000","1127356000","1127356000","1147448000","1103240000","0","1147448000","0","0","0","1127356000","1127384000","1127432000","1103240000","1103272000","1103320000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24116000","7987A471E86854AE6840D4CE4CFE30D6E2CF67D2BAC4E0F6B2351D6F6BA2FEB4","3640A7BD0367F0020134E46EF3332968DAB706D532372F7346FF003834B13269"
"94","0","3","-1","256","4","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","269","1106152000","1126168000","1130268000","1130268000","1150488000","1106152000","0","1150488000","0","0","0","1130396000","1130424000","1130472000","1106152000","1106184000","1106232000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24116000","C023B9C2311003605DA390C01A79D966F1E923E411B52AA648D0A5AAB24CFE5E","E4A53F6C4A6397F7FF866FD668EBE44E3C3E77E8408C44C4F3DDC40ECD4176D7"
"95","0","3","-1","1248","4","0","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103240000","1123256000","1143228000","1143228000","0","1103240000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39988000","78CD61E8017D2BB4C8A755BFE81D409E6A648F600C5DC710AD03FF13E0EB0720","595FFC3881375417A9818793E5249FFEC7248483539CA27CFD20DA04812AC153"
"96","0","3","-1","1248","4","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103656000","1123672000","1143644000","1143644000","0","1103656000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39988000","4ECDB6D02C00367AAF11811AC45B47984623B98EF182D7310D60287D35DE0D67","7EA20AF4F762FFC8EF3559AE93BB16049F661EF3540B17684CCA9434027FD1B2"
"97","0","3","-1","1248","4","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103240000","1123256000","1143228000","1143228000","0","1103240000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39988000","1B8F22CFD702E38459983B4F7386F428F85C6388452BF013A6F748DEB521D750","595FFC3881375417A9818793E5249FFEC7248483539CA27CFD20DA04812AC153"
"98","0","3","-1","1248","4","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1106152000","1126168000","1146140000","1146140000","0","1106152000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39988000","7FA0383B5E14467D71963AFAACD79D31F37E5A4ABF80131899C92D884E89357D","56D1C3091EF5F6F5AED69C0024B8B48BFBD44F0E7B3C5A1821A5327B4704D2AA"
"99","0","3","-1","256","8","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","263","1103656000","1123672000","1127776000","1127776000","1147896000","1103656000","0","1147896000","0","0","0","1127808000","1127832000","1127880000","1103656000","1103688000","1103736000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","1D53396D501A2C6B3A22ECE41D0159910E59BA61DC61B63FEB18CFCDC6D413AD","64CC7D6F129594DBDDAB8BF647A3083C9EAAD1D7648478F2262694CFBBD460D5"
"100","0","3","-1","256","8","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","1147448000","1103240000","0","1147448000","0","0","0","1127360000","1127384000","1127432000","1103240000","1103272000","1103320000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","7498D24FCE548D72FEEEB736A214CD59CD7CB39EB14EDE80FB8D65EE926A9121","73B3AED50A08C287E2A36F72C889352F171FA038B126A8765CDDCB47FE943E5F"
"101","0","3","-1","256","8","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1106152000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1106152000","1106184000","1106232000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","2817E4DEBBCF4BE21C3C11FE2B2CDFD5E115B1B544FA2E918E56B33CFD7C7558","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"102","0","3","-1","1248","8","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103656000","1123672000","1143648000","1143648000","0","1103656000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39992000","98B3F047AC2DE90C38D282D79A110777B9D83C06708FC13B3A266A0C3D7FB965","BCE550956DDA781C23F12430ED609C20D441B7A725E31C46F1C108118CE031E0"
"103","0","3","-1","1248","8","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103240000","1123256000","1143232000","1143232000","0","1103240000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39992000","8B04B897BD4D2C6413CCE6B6FFB87CBE250B526034435C390728E2F8C877FD1F","2B5401373F20B2B1509BBFFCD687C46D772A53632848319AEAF63953CBED2493"
"104","0","3","-1","1248","8","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1106152000","1126168000","1146144000","1146144000","0","1106152000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39992000","810D078320B75BED30FF35E954C31A6A3125E1CA5B0A6D4655FB9A3C0AF3DE10","DC4DBD2E1A6259F3C2B18503F1B967A1E747FD4D60668576DE118469B7101F31"
"105","0","3","-1","256","12","0","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","1103240000","1123256000","1127364000","1127364000","1147448000","1103240000","0","1147448000","0","0","0","1127364000","1127384000","1127432000","1103240000","1103272000","1103320000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24124000","7D19D9486541F5D6C444E30C66F98A7C94AA81E9E3A4CFAB0468EC8ABC25F7FE","5D99CF19BD9544A313EE783C9C990F5DC309AE83BCDCBBB1EB9DF79E7E075689"
"106","0","3","-1","256","12","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","263","1103656000","1123672000","1127780000","1127780000","1147896000","1103656000","0","1147896000","0","0","0","1127812000","1127832000","1127880000","1103656000","1103688000","1103736000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24124000","9DA969A8ABE4EFF3E0846ADC25F8F84322012363DC32EFE79938565B182083D3","92B88D0688D04C18BEFE234630A32922D4946EDBD840D107F4376CBFECDC196E"
"107","0","3","-1","256","12","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","1103240000","1123256000","1127364000","1127364000","1147448000","1103240000","0","1147448000","0","0","0","1127364000","1127384000","1127432000","1103240000","1103272000","1103320000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24124000","DD37B932D350FBEBA2C43E796C85DC501895B1E4B6612D3A4DF86D12AA639B64","5D99CF19BD9544A313EE783C9C990F5DC309AE83BCDCBBB1EB9DF79E7E075689"
