"case_id","op_read","stretch_phase","stretch_bit","extra_cycles","edge_phase_ns","scl_input_delay_ns","sda_input_delay_ns","ack_mode","ack_lead_ns","early_release_ns","stratum","declared_class","checker","experiment_outcome","success","timeout","raw","starts","stops","bytes","bits","max_scl_wait","target_low","master_release","slave_release","bus_high","bus_fall","ack_assert","ack_release","sample","sample_bus_sda","sample_raw_sda","sample_filtered_sda","raw_scl_high","sync_scl_high","filtered_scl_high","raw_sda_low","sync_sda_low","filtered_sda_low","ack_high_violation","starts_pin","stops_pin","pin_rises","pin_bytes","ack_valid_from_low_ps","ack_setup_to_high_ps","log_sha256","pin_sha256"
"108","0","3","-1","256","12","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","269","1106152000","1126168000","1130276000","1130276000","1150488000","1106152000","0","1150488000","0","0","0","1130404000","1130424000","1130472000","1106152000","1106184000","1106232000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24124000","4EB12E50BDEC966AA4515266C33F306C4651BF2E55B8D73ED5D6F178F7D2870D","37DF0D312D0FC1BA945788ADF23331A23048E400C6448FCD7F372BB5412A46E1"
"109","0","3","-1","1248","12","0","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103240000","1123256000","1143236000","1143236000","0","1103240000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39996000","4D3C0D2253187B4A8C4FC2ED565F32C98FA4E7C94153360C9AB20B51A52EE862","AF83C72D97E88FC8C3B9CFC518F50674A1C6DCE53B3349060367E26836B78E61"
"110","0","3","-1","1248","12","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103656000","1123672000","1143652000","1143652000","0","1103656000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39996000","20BCA04A6AB559A0BCCBEC5F3E590E5964D4122D2F54E8F5A0698D52031B7BBD","F6D2C890CAC3189E94CE51949CC70B4D8170A8433D2DEF46091B0ADE562D2D1C"
"111","0","3","-1","1248","12","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103240000","1123256000","1143236000","1143236000","0","1103240000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39996000","22067FD16E3563BB062032814868878D501F9DA5AC51FD0611D04CDA3BFD6FF9","AF83C72D97E88FC8C3B9CFC518F50674A1C6DCE53B3349060367E26836B78E61"
"112","0","3","-1","1248","12","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1106152000","1126168000","1146148000","1146148000","0","1106152000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39996000","BBA464541BBB20275B904D8E058D1F1AF7E885793CC1A0C417A0850CEE1D3D0D","82DEA2421479E7AC68C4F2593F4DF455FDD088AF5E7D30C34D0DE1A2062D12E9"
"113","0","3","-1","256","15","0","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","1103240000","1123256000","1127367000","1127367000","1147448000","1103240000","0","1147448000","0","0","0","1127367000","1127384000","1127432000","1103240000","1103272000","1103320000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24127000","783EA0F39894AD1A17B1051CE3226F4FEEFD530CE3CEC497865C5C1EDB01AACE","2596814AEE5C3784A1026C8ACAB6038FFFD3C7A994DC67C28FD251404FD3934E"
"114","0","3","-1","256","15","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","263","1103656000","1123672000","1127783000","1127783000","1147896000","1103656000","0","1147896000","0","0","0","1127815000","1127832000","1127880000","1103656000","1103688000","1103736000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24127000","9143C10A093357DDD742C99CF27DFBE531C8D1BDB90BCA39AEE3F26C578D3F74","68EC338E88406AB78817D6310BD33655C1AAD5A9E0DF5C177906BAB1D8C94FDC"
"115","0","3","-1","256","15","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","261","1103240000","1123256000","1127367000","1127367000","1147448000","1103240000","0","1147448000","0","0","0","1127367000","1127384000","1127432000","1103240000","1103272000","1103320000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24127000","F3F73FF798EE43809BCFB6A0FD0B5CA8395A5B786FA3EDBD8F89B8D115BF17D9","2596814AEE5C3784A1026C8ACAB6038FFFD3C7A994DC67C28FD251404FD3934E"
"116","0","3","-1","256","15","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","269","1106152000","1126168000","1130279000","1130279000","1150488000","1106152000","0","1150488000","0","0","0","1130407000","1130424000","1130472000","1106152000","1106184000","1106232000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24127000","0C0E308EBD4531EF08D33539DBEA201F72A88D07F00AE03D899A36E97B668673","95B9DADA2F91E499CA2D995A7D5045C94E7B8C30CDBB336D3138E3CC8BB13550"
"117","0","3","-1","1248","15","0","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103240000","1123256000","1143239000","1143239000","0","1103240000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39999000","9BA1F11E41493280EC2769716A0869D2ABE970EEC9EA1ECB783FE7890FA41F2D","139406E3E50CCAF1EA0F9162C148459644532A3049A671F635E89C62524770B8"
"118","0","3","-1","1248","15","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103656000","1123672000","1143655000","1143655000","0","1103656000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39999000","329F2AD3E8C9A48BD17029D34774200139799D04F77447787E934B371A6B7D01","6BF5D51835CD1E7DECE525B3E8BA35DEC41CD8ED20C63E3BCED0411C0E23EE91"
"119","0","3","-1","1248","15","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1103240000","1123256000","1143239000","1143239000","0","1103240000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39999000","E3394EBDA618BAD2C19DBB51F9DD0F86DAE6A1571609AA7EAE5E40367A837AE6","139406E3E50CCAF1EA0F9162C148459644532A3049A671F635E89C62524770B8"
"120","0","3","-1","1248","15","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","3","24","1250","1106152000","1126168000","1146151000","1146151000","0","1106152000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","26","[(0, 96), (0, 255), (0, 5)]","0","39999000","9F72ABBB4CC21597DACCD288DDED98682AB39B6DFD200260DD66A0D5E9C2A728","D794AFAF9BF7617B135C72E19C6FDFB9555B5B7154954FA7FA0AA9802AC6A53B"
"121","1","1","-1","256","1","0","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","742232000","762248000","766345000","766345000","786440000","742232000","0","786440000","0","0","0","766345000","766376000","766424000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24113000","0464D5B22E75720BA1BBC1F5CA78F2577EA20F80F6BF1B37C352F8476473E74C","A2B647ACF5A9E711A407AA10DD1D25EBA76951A57DF0BC3485E55D12F7E6110E"
"122","1","1","-1","256","1","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","263","742504000","762520000","766617000","766617000","786744000","742504000","0","786744000","0","0","0","766649000","766680000","766728000","662248000","662280000","662328000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24113000","C9D570F0AA34D787AB5FB32DF08E3E843BFA0D37AEDAE0E4B44AD8CC4AC90866","13066DD5FF5306DF4DE3BC5910707A5C0CE45BCED6E2535407921D12EBF5E1D6"
"123","1","1","-1","256","1","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","742232000","762248000","766345000","766345000","786440000","742232000","0","786440000","0","0","0","766345000","766376000","766424000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24113000","02DDF4F3E2DEF4C38CEDAF918468E253DBF4D55A20E54BABBB87A68C4A86A83E","A2B647ACF5A9E711A407AA10DD1D25EBA76951A57DF0BC3485E55D12F7E6110E"
"124","1","1","-1","256","1","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","269","744136000","764152000","768249000","768249000","788472000","744136000","0","788472000","0","0","0","768377000","768408000","768456000","663688000","663720000","663768000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24113000","7DA7FC95AE8EE87A743AC7E991EDDAFB636F53C08C4659507C17B37566A3C02F","7A087B2885B197879B00777877574C04073D72359F01BBA01AA1895716EC7F93"
"125","1","1","-1","1248","1","0","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742232000","762248000","782217000","782217000","0","742232000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39985000","DD2C1F42AA0A7F58D054F92D209B3B1B0E9C80069C23EEAB9564861961912F4F","D11F2F6314D56D0FB791069ABA5A11AB735AF3D3EDEFA298145B7A351B3FC1C7"
"126","1","1","-1","1248","1","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742504000","762520000","782489000","782489000","0","742504000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39985000","FFC045D1BC5816DD621926FCEF8E34C390C2AA0A41ABF1F9EEEF5C4542BBD36D","70CA86FFEBBAE5F1AE6F5D0094BB961A114D4333FFA741BD22D03ABED08ABA30"
"127","1","1","-1","1248","1","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742232000","762248000","782217000","782217000","0","742232000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39985000","EE126E5C3E00AC210EB4198185587532CFE86495B44D375E5719CD69EBF1A7D5","D11F2F6314D56D0FB791069ABA5A11AB735AF3D3EDEFA298145B7A351B3FC1C7"
"128","1","1","-1","1248","1","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","744136000","764152000","784121000","784121000","0","744136000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39985000","BB10564B43CE5D6A3CA7B8B52DEB3230FB3500DDD787877B50D9AA3BE7D6C54E","AA538EC654446BC087DAF74545F020327987B45A4C2E54B6D5DD5888B27CDCBA"
"129","1","1","-1","256","4","0","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","742232000","762248000","766348000","766348000","786440000","742232000","0","786440000","0","0","0","766348000","766376000","766424000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24116000","8CB0A2895E72609B15086A0AADC5A569015D097AB1022C0A17CB24C4A3D0CF9C","B26784541BDF87C23CA228037D272FE0CA90597C04C95B263BD202020F0A33CD"
"130","1","1","-1","256","4","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","263","742504000","762520000","766620000","766620000","786744000","742504000","0","786744000","0","0","0","766652000","766680000","766728000","662248000","662280000","662328000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24116000","FC72863AF4942037F93E22A8C76A24190C78CE58DC5F660BA6273CA9C12448B6","0F8473BD1C329151DEDFA47420B25A24AB30CE941D81D181A2383BB386424D3D"
"131","1","1","-1","256","4","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","742232000","762248000","766348000","766348000","786440000","742232000","0","786440000","0","0","0","766348000","766376000","766424000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24116000","F0533A1539B5D54B59C3E09FBFE373C4FB1CB900AAD6CB7224C69DC5C422DFC2","B26784541BDF87C23CA228037D272FE0CA90597C04C95B263BD202020F0A33CD"
"132","1","1","-1","256","4","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","269","744136000","764152000","768252000","768252000","788472000","744136000","0","788472000","0","0","0","768380000","768408000","768456000","663688000","663720000","663768000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24116000","6DAA0BE3019701EEEC1E1A1050B0160D342C94ECB69563CCBAD73C8E0DC13C74","6958A0AF52B107DF780F2370E88C77D983EA7B57AB23668B3FF124515C6F58B4"
"133","1","1","-1","1248","4","0","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742232000","762248000","782220000","782220000","0","742232000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39988000","F589B3A68303F1D22609EA61B7B2AE2AAA1EDBA41FEB3CA09F4F470D3D9873DB","3526EC824D04FF9AA3977DF5B110A9732DB9042B831DD3DE19EA94553D35279F"
"134","1","1","-1","1248","4","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742504000","762520000","782492000","782492000","0","742504000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39988000","3EEE33B0B87290EE4BC3199E90F49D2B297838E20F804D187272E9F30AC64027","D1010437F6C0715ECA1F45EE4F995C7D38CF87851FC221051697F5A75348F39B"
"135","1","1","-1","1248","4","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742232000","762248000","782220000","782220000","0","742232000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39988000","F4F306CEAA585A2598822D7D35AA5C6895973E6E67C047D6EBA5678DEA5C4E04","3526EC824D04FF9AA3977DF5B110A9732DB9042B831DD3DE19EA94553D35279F"
"136","1","1","-1","1248","4","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","744136000","764152000","784124000","784124000","0","744136000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39988000","E7881AED34C18792C70C37917CA4EEB43B7DF570FEDAA6327248DD477E590707","8B3BF4DB70B61D594D19703103ECB355488F2A510564C0962FFBE763D4715120"
"137","1","1","-1","256","8","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","263","742504000","762520000","766624000","766624000","786744000","742504000","0","786744000","0","0","0","766656000","766680000","766728000","662248000","662280000","662328000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24120000","58DDB384A31E37E04962BE4BCC83C3CEBF95068B26DA998F4B1895BBF72D1642","BF2C10E36330E710871C2F94ACCBA3D79E9A760C648D8272F2916089F12DCA02"
"138","1","1","-1","256","8","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","742232000","762248000","766352000","766352000","786440000","742232000","0","786440000","0","0","0","766352000","766376000","766424000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24120000","20353F91F3D32A6440D25E6F773F223D63971A87C17637E455EBBB839819AD7A","FA28BB8A45BBC99D097CC5CB6587C15FCF2EF2311E8754A077ADE2174EDC9A8D"
"139","1","1","-1","256","8","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","744136000","0","788472000","0","0","0","768384000","768408000","768456000","663688000","663720000","663768000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24120000","FF6110C25B09A862D59B556D994D783FFC72F1A747BC4175D605E13188CAF54A","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"140","1","1","-1","1248","8","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742504000","762520000","782496000","782496000","0","742504000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39992000","D1D44B7A08A3D5632C6E930FA75FDC07C6F314754C27B9E2608F5CDA0A415DAE","C47D05C45D68C4C23C838CA6B03A00D72A1F2BC8542883A0D82EC105C68E9414"
"141","1","1","-1","1248","8","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742232000","762248000","782224000","782224000","0","742232000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39992000","0426C63E668DEC47354A1814A807033D55BBA2DE28014EBF46EF0BD81FF84965","6C3FFE569F3EE7441DBD292AAEFD46BF7276D75F5FA5679128C6BC417C96692C"
"142","1","1","-1","1248","8","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","744136000","764152000","784128000","784128000","0","744136000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39992000","9BA2B75C2D223FFF2FA61DF435B0E80A172395B868EDF4D13BD3B2182858B224","B29AB17DFB18C33CC5E96A368C444561E8935594046976E54D941DB8E4711B46"
"143","1","1","-1","256","12","0","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","742232000","762248000","766356000","766356000","786440000","742232000","0","786440000","0","0","0","766356000","766376000","766424000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24124000","484EA71422B52ADF67AD00A7E0BC815BF6B5BB191AA34CD845855DFEFE1543CD","9B2850DB1F3ACD62D18CDF6AE4013656A9F1E63382DA140DBB34423B9760747A"
"144","1","1","-1","256","12","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","263","742504000","762520000","766628000","766628000","786744000","742504000","0","786744000","0","0","0","766660000","766680000","766728000","662248000","662280000","662328000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24124000","6022B714E9A8E88F251750140F63A8B1A8200365CD1B21C2944A36EA84731242","FE3FBCF01A0370D77593C3796DF9FFE948806BC379137421F459F72930947CC7"
"145","1","1","-1","256","12","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","742232000","762248000","766356000","766356000","786440000","742232000","0","786440000","0","0","0","766356000","766376000","766424000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24124000","3F16C6541476D7F683ABD657ACFEB8D610328A8112780868C23105E74ACDF143","9B2850DB1F3ACD62D18CDF6AE4013656A9F1E63382DA140DBB34423B9760747A"
"146","1","1","-1","256","12","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","269","744136000","764152000","768260000","768260000","788472000","744136000","0","788472000","0","0","0","768388000","768408000","768456000","663688000","663720000","663768000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24124000","31522332D413A56B004FA67295D2E74CCF654BC77121F75DFE01D06BE1361612","59C3C37F904BFD5957BC7FFE7EC29F5BBC251AE23CBAD48ECE8BD6AAD631EB8F"
"147","1","1","-1","1248","12","0","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742232000","762248000","782228000","782228000","0","742232000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39996000","7FC285A57FEE22E134D7D713118738FA601398B1F73A637B4743DE4837036BA7","4BAB59742FA68AA7FB8AEBD9CC8D21CE2AC721653A9FFA81AC08B608E97765E2"
"148","1","1","-1","1248","12","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742504000","762520000","782500000","782500000","0","742504000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39996000","D77A214A2D082CD4E7406A89529080ED6ABCF44EFA410D5EC5DBE539FB479CAC","A1199E0F6AC382756710E4D7376C7B2F77DAD1C1BB0558C43035946B90F00845"
"149","1","1","-1","1248","12","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742232000","762248000","782228000","782228000","0","742232000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39996000","E09CEC8AB1777164DA95EA5E31528ECA601BD63E000D93C63B89A0B9B4640D69","4BAB59742FA68AA7FB8AEBD9CC8D21CE2AC721653A9FFA81AC08B608E97765E2"
"150","1","1","-1","1248","12","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","744136000","764152000","784132000","784132000","0","744136000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39996000","5BB9FF5CF0F4BBB1D3C26DE1CE0D755F16C9E20A75E296805EEE2A209D3867E2","AB77C367B5D0B1A88A7379952AC2CCBCB56DAC98441D6D5DA3852E88947FA010"
"151","1","1","-1","256","15","0","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","742232000","762248000","766359000","766359000","786440000","742232000","0","786440000","0","0","0","766359000","766376000","766424000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24127000","5A911A48787F9CEC94D04A886D04DD2FD533DEA69E64988A6F85B8AE6BB3E3E8","2C61314CD76603F948AEE79E47905E312E37B933B90E187E936F7F432F3D3AAF"
"152","1","1","-1","256","15","32","0","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","263","742504000","762520000","766631000","766631000","786744000","742504000","0","786744000","0","0","0","766663000","766680000","766728000","662248000","662280000","662328000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24127000","31B92A4828E9217F4C4ADAA143E158BCCB71181C941AF69F5AE68A9702EE2412","BDF5F1CFA61DF3A2B97720F8F9CEA019E3293319635C1C7D17B13CF3889492AB"
"153","1","1","-1","256","15","0","32","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","261","742232000","762248000","766359000","766359000","786440000","742232000","0","786440000","0","0","0","766359000","766376000","766424000","662008000","662040000","662088000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24127000","884426BDFD238E862AF59262CCA463A642397F890F5A4047200DEF7BC1A7D4F9","2C61314CD76603F948AEE79E47905E312E37B933B90E187E936F7F432F3D3AAF"
"154","1","1","-1","256","15","128","500","0","2000","0","phase_skew","GENERIC_VALID_DIGITAL","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","269","744136000","764152000","768263000","768263000","788472000","744136000","0","788472000","0","0","0","768391000","768408000","768456000","663688000","663720000","663768000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24127000","5BA5EA43DCA682EA17B40FA30EC2264D91449467A029941367CADCD60811EAA9","2430FF75A7042A13F74FB8648CA36B5E4C7303B01311C18651B03F7987B0DDB3"
"155","1","1","-1","1248","15","0","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742232000","762248000","782231000","782231000","0","742232000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39999000","BB1CFCEADA304AFB51458FE218BF6E8347035D825A5A7319311583C82EEF6A56","22594F83A02CB6A254326FC6FB4EB5F29B3841604AF8B621147653249E94F621"
"156","1","1","-1","1248","15","32","0","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742504000","762520000","782503000","782503000","0","742504000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39999000","182F1FE5D59B473CD565FCDA3B6A33CB0528DF84804402DF03588E936C2596E7","1E4E997C7AF479CD71F8A20F300B67425C6A02CFE1AD84DDF9F1142E1B3F84C8"
"157","1","1","-1","1248","15","0","32","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","742232000","762248000","782231000","782231000","0","742232000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39999000","71A1B1B3F7124A65567F5F12471B4D2243D2EE85696E8E7920320BD5F255984F","22594F83A02CB6A254326FC6FB4EB5F29B3841604AF8B621147653249E94F621"
"158","1","1","-1","1248","15","128","500","0","2000","0","phase_skew","STRETCH_TIMEOUT_SENSITIVITY","PASS","LOCAL_SCL_TIMEOUT","0","1","5","1","0","2","16","1250","744136000","764152000","784135000","784135000","0","744136000","0","0","-1","-1","-1","0","0","0","0","0","0","0","1","0","17","[(0, 96), (0, 244)]","0","39999000","96C34FC0E0E66DAC4E3F971328C0DE182C3652593286E64983569DB78FFED5BC","A51E452AD7FE2BEED9AC150DE6A8E2553FEDCC3D89ACD68BFC02BA243FDDE08E"
