"Group_ID","Name","Command","Runtime_s","Result","Actual_ns","Required_ns","Slack_ns","Warning_Count","Warnings","Source_Count","Destination_Count","Timeout_Phase","Process_Exit_Code"
"10","DESCRIPTOR_ATTEMPT_SOURCE_TO_AXI","report_bus_skew -no_detailed_paths -max_paths 1 -nworst 1 -warn_on_violation -file <GROUP_RAW_REPORT>","102.909","PASS","1.199","3.000","1.801","2","WARNING: [Runs 36-547] User Strategy 'Vivado Implementation Defaults' from file 'C:\Users\�ukasz Sudu�\AppData\Roaming/Xilinx/Vivado/2025.2/strategies/Vivado Implementation Defaults.Vivado Implementation 2025.psg' discarded because strategy with same name already parsed from 'C:/AMDDesignTools/2025.2/Vivado/strategies/VDI2025.psg' | WARNING: [filemgmt 56-128] File 'C:/FPGA/V41_G2B_EVIDENCE/v41-development-g2b-bs3-ownership-mailbox-settling-proof/G2B_BS3_CANDIDATE_OWNERSHIP_CONSTRAINTS.xdc' is already in the project and will not be added again","44","32","NONE","0"
"11","DESCRIPTOR_GENERATION_SOURCE_TO_AXI","report_bus_skew -no_detailed_paths -max_paths 1 -nworst 1 -warn_on_violation -file <GROUP_RAW_REPORT>","102.835","PASS","1.070","3.000","1.930","2","WARNING: [Runs 36-547] User Strategy 'Vivado Implementation Defaults' from file 'C:\Users\�ukasz Sudu�\AppData\Roaming/Xilinx/Vivado/2025.2/strategies/Vivado Implementation Defaults.Vivado Implementation 2025.psg' discarded because strategy with same name already parsed from 'C:/AMDDesignTools/2025.2/Vivado/strategies/VDI2025.psg' | WARNING: [filemgmt 56-128] File 'C:/FPGA/V41_G2B_EVIDENCE/v41-development-g2b-bs3-ownership-mailbox-settling-proof/G2B_BS3_CANDIDATE_OWNERSHIP_CONSTRAINTS.xdc' is already in the project and will not be added again","32","24","NONE","0"
"12","DESCRIPTOR_EPOCH_SOURCE_TO_AXI","report_bus_skew -no_detailed_paths -max_paths 1 -nworst 1 -warn_on_violation -file <GROUP_RAW_REPORT>","82.701","PASS","1.664","3.000","1.336","2","WARNING: [Runs 36-547] User Strategy 'Vivado Implementation Defaults' from file 'C:\Users\�ukasz Sudu�\AppData\Roaming/Xilinx/Vivado/2025.2/strategies/Vivado Implementation Defaults.Vivado Implementation 2025.psg' discarded because strategy with same name already parsed from 'C:/AMDDesignTools/2025.2/Vivado/strategies/VDI2025.psg' | WARNING: [filemgmt 56-128] File 'C:/FPGA/V41_G2B_EVIDENCE/v41-development-g2b-bs3-ownership-mailbox-settling-proof/G2B_BS3_CANDIDATE_OWNERSHIP_CONSTRAINTS.xdc' is already in the project and will not be added again","128","32","NONE","0"
"13","RESET_RETURN_SOURCE_TO_AXI","report_bus_skew -no_detailed_paths -max_paths 1 -nworst 1 -warn_on_violation -file <GROUP_RAW_REPORT>","301.094","REQUIRED_BUS_SKEW_TIMEOUT","","3.000","","2","WARNING: [Runs 36-547] User Strategy 'Vivado Implementation Defaults' from file 'C:\Users\�ukasz Sudu�\AppData\Roaming/Xilinx/Vivado/2025.2/strategies/Vivado Implementation Defaults.Vivado Implementation 2025.psg' discarded because strategy with same name already parsed from 'C:/AMDDesignTools/2025.2/Vivado/strategies/VDI2025.psg' | WARNING: [filemgmt 56-128] File 'C:/FPGA/V41_G2B_EVIDENCE/v41-development-g2b-bs3-ownership-mailbox-settling-proof/G2B_BS3_CANDIDATE_OWNERSHIP_CONSTRAINTS.xdc' is already in the project and will not be added again","","","QUERY","1"
"14","RELEASE_SLOT_0_AXI_TO_SOURCE","report_bus_skew -no_detailed_paths -max_paths 1 -nworst 1 -warn_on_violation -file <GROUP_RAW_REPORT>","0.000","NOT_RUN_AFTER_BLOCKER","","3.000","","0","REQUIRED_BUS_SKEW_TIMEOUT:GROUP_13:RESET_RETURN_SOURCE_TO_AXI:QUERY_EXCEEDED_300_SECONDS_FROM_QUERY_STARTED_MARKER","","","NOT_RUN","NONE"
"15","RELEASE_SLOT_1_AXI_TO_SOURCE","report_bus_skew -no_detailed_paths -max_paths 1 -nworst 1 -warn_on_violation -file <GROUP_RAW_REPORT>","0.000","NOT_RUN_AFTER_BLOCKER","","3.000","","0","REQUIRED_BUS_SKEW_TIMEOUT:GROUP_13:RESET_RETURN_SOURCE_TO_AXI:QUERY_EXCEEDED_300_SECONDS_FROM_QUERY_STARTED_MARKER","","","NOT_RUN","NONE"
"16","RELEASE_SLOT_2_AXI_TO_SOURCE","report_bus_skew -no_detailed_paths -max_paths 1 -nworst 1 -warn_on_violation -file <GROUP_RAW_REPORT>","0.000","NOT_RUN_AFTER_BLOCKER","","3.000","","0","REQUIRED_BUS_SKEW_TIMEOUT:GROUP_13:RESET_RETURN_SOURCE_TO_AXI:QUERY_EXCEEDED_300_SECONDS_FROM_QUERY_STARTED_MARKER","","","NOT_RUN","NONE"
"17","RELEASE_SLOT_3_AXI_TO_SOURCE","report_bus_skew -no_detailed_paths -max_paths 1 -nworst 1 -warn_on_violation -file <GROUP_RAW_REPORT>","0.000","NOT_RUN_AFTER_BLOCKER","","3.000","","0","REQUIRED_BUS_SKEW_TIMEOUT:GROUP_13:RESET_RETURN_SOURCE_TO_AXI:QUERY_EXCEEDED_300_SECONDS_FROM_QUERY_STARTED_MARKER","","","NOT_RUN","NONE"
