base_file,phase_token,adapter_class,base_sha256,adapted_sha256,old_literal_count,new_literal_count,semantic_change
r7_prebootstrap_safety_readonly.sh,START,REMOTE_EVIDENCE_DIRECTORY_BLOCK_ONLY,FC7868B7CD536A4F3C3D8365AA6950F8B76378687CEE6B8047DECDF2FD6FDB45,05D01DF870B104C9870E5D670508ACF2CC8C5893F0C349F7C95342AFA7B45B5B,3,7,NONE_OUTSIDE_FRESH_DIRECTORY_LIST
r7_post_reboot_preloader_readonly.sh,Bootstrap,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,0A24E8A4367306705D08C9F499973890E70290505DE57F2D796B986B0BD85E64,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,A1,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,292FC3D84BFBC08C118F7FDDCD1C41F1130F032114066BE8F4956797EE2E4E73,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,B1,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,1029FE242F59ED373C198AC60CC0EBD7D38D1009E4149F08F05DC6AA1CBE7358,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,A2,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,0CE089EEF9BBC76CE20758D328B080187D074903D097BE114AA4CBB7505C109D,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,B2,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,160C5DA87E264FD54BD90BFD0AFEECDD2EF870DC1B1D0AD79B5BF47A8DBEFF3D,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,A3,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,C6B5F81692D4F7883B758072DAEF75B68B171D989A1B0D32502D2135930EF0FE,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,B3,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,32FBEACC85E185784F4FF3F6FB45DA011ECDE83CCCAA748BC53C6348ECA559DE,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
