candidate,source_commit,source_tree,post_opt_lut,routed_lut,telemetry_ramb36,signoff_result,bitstream
1,09cd7cbb426027acaefd0cf3989579b80a451f3a,c6be008ddc387c1f43eefa35d4fed0e2ccb968db,20186,19738,1,FAIL_REOPEN_XDC_IDENTITY,NOT_GENERATED
