records_requested,records_received,drain_records,sequence_gaps,unexplained_sequence_gaps,sequence_duplicates,padding_errors,malformed_records,unexpected_epoch_changes,status,reason
2500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_REACHED,R3R1_AUTHORIZATION_CONFLICT_WITH_FROZEN_C2H_SESSION_START_CONTRACT
