warmup_seconds,measured_seconds,complete_records,drain_records,complete_frames,records_per_second,frames_per_second,application_payload_MBps_decimal,transport_MBps_decimal,malformed_records,padding_errors,unexplained_gaps,duplicates,unexpected_epoch_changes,overflow_events,formatter_fatal,ownership_fatal,transport_fatal,status,reason
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_REACHED,R3R1_AUTHORIZATION_CONFLICT_WITH_FROZEN_C2H_SESSION_START_CONTRACT
