SessionID,SnapshotGeneration,SnapshotCoherenceRetries,Round,RoundPosition,Channel,RouteRequested,RouteReadback,AssignedBGDCOL,BGDCOLCode,BGDCOL78,BGDCOL79,RawNOVID,RawAGCLock,RawComparatorLock,RawHLock,RawChannelStatus,Classification,ClassificationCode,StableSamples,TotalStatusSamples,I2CTransactionCount,I2CNackCountLow8,I2CTimeoutCountLow8,I2CBusRecoveryCountLow8,I2CNackOverflow,I2CTimeoutOverflow,I2CBusRecoveryOverflow,CurrentError,FirstI2CErrorLow8,LastI2CErrorLow8,SnapshotWords,CaptureResult,CaptureBlocker,FrameSequence,FrameSHA256,PNG_SHA256,PixelClassification,CleanupResult,AvailabilityClassification,CaptureEligible,CaptureAttempted,SessionObservationResult,CapturePass,FirmwareAdvanceAck,FirmwareResponseRaw
1,1,0,1,0,1,0x00,0x00,RED,0x6,0x46,0x13,0x0F,0x00,0x0F,0x00,0x57,NO_VIDEO_STABLE,2,5,5,87,0,0,0,False,False,False,0x0000,0x00,0x00,0x02240001;0x00000605;0x0F000F00;0x57461305;0x00020001;0x00000057;0x00000000;0x00000000,PASS,,539896,515091C698D633144524F512711B75F9AF3A07BF76593328C0269F702029C696,E6E8BB09241D728EBD32C14BB48DAE6760E216A504E2345CC3228DBBC8ADA446,UNIFORM_BGDCOL_RED,PASS,BT656_READY_PRE_RESET_AND_POST_RESET,True,True,PASS_CAPTURE_COMPLETED,True,PASS_AND_QUIESCENT,0x00010009
2,2,0,1,1,2,0x01,0x01,GREEN,0x4,0x46,0x13,0x0F,0x00,0x0F,0x00,0x57,NO_VIDEO_STABLE,2,5,5,117,0,0,0,False,False,False,0x0000,0x00,0x00,0x02440002;0x01010405;0x0F000F00;0x57461305;0x00020042;0x00000075;0x00000000;0x00000000,NOT_RUN,,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_RUN_CLOCK_PRESENT_NO_SAV,PASS,CLOCK_PRESENT_NO_SAV_PRE_AND_POST_RESET,False,False,PASS_NO_BT656_CAPTURE_NOT_RUN,False,PASS_AND_QUIESCENT,0x00020009
3,3,0,1,2,3,0x02,0x02,CYAN,0x3,0x46,0x13,0x0F,0x00,0x0F,0x00,0x57,NO_VIDEO_STABLE,2,5,5,147,0,0,0,False,False,False,0x0000,0x00,0x00,0x02640003;0x02020305;0x0F000F00;0x57461305;0x00020083;0x00000093;0x00000000;0x00000000,FAIL,NVP_DIAG1_SESSION_03_VALIDATION_FAILED:RC=1,539995,F7DC021138D6A4996DC07554629D1CA38417BF3237672BDC6949F710ADA77285,C15C5B255951664F619C2F1E02FC18BB4E56BEC635E466AAB951C9612BEF6A79,NOT_REACHED,PASS,BT656_READY_PRE_RESET_AND_POST_RESET,True,True,PASS_CAPTURE_COMPLETED,True,PASS_AND_QUIESCENT,NOT_YET_ACKNOWLEDGED
