TimestampNs,Phase,ExpectedSession,Attempt,Retry,Valid0,Generation0,Session0,Word0Session,Generation1,Session1,Valid1,FirmwareCurrentSession,MetadataUpperBitsZero,Result,FailureReasons
1789107149727777833,PRE_CAPTURE,1,1,0,1,1,1,1,1,1,1,1,True,PASS,
1789107152997330643,POST_CAPTURE,1,1,0,1,1,1,1,1,1,1,1,True,PASS,
1789107153674699026,PRE_CAPTURE,2,1,0,1,2,2,2,2,2,1,2,True,PASS,
1789107156175131687,POST_CAPTURE,2,1,0,1,2,2,2,2,2,1,2,True,PASS,
1789107156862207035,PRE_CAPTURE,3,1,0,1,3,3,3,3,3,1,3,True,PASS,
1789107158744223052,POST_CAPTURE,3,1,0,1,3,3,3,3,3,1,3,True,PASS,
