SessionID,PrimaryBytes,PrimarySHA256,RawCapturePublished,FramePublished
1,10240000,D273890E222064DF802A491CE54B0D72DD526DDA0D19DBDAA63DB205C392709E,NO,NO
3,10240000,BFA986D1BAC2E6C57342AC6F6D08C087A811FC72E97C9F1F8A383E53B78D7A6A,NO,NO
