scan,recovery_read_utc,generation,a8_pre,a8_post,a8_pre_ch4_ch3_ch2_ch1,a8_post_ch4_ch3_ch2_ch1,ch1_pre,ch1_post,ch2_pre,ch2_post,ch3_pre,ch3_post,ch4_pre,ch4_post,raw_sha256,ack_verified
1,2026-09-18T16:49:00.984337257Z,283,0x0F,0x0F,1111,1111,1,1,1,1,1,1,1,1,30FB0F34A892632C5A59BCE6A9F59FE4652FDB6ACC95794787A9750547431B94,True
