Coverage_Record,Source_Count,Destination_Cell_Count,Destination_D_Pin_Inventory_Count,Target_Scope,Required_ns,Worst_Actual_ns,Slack_ns,Result,Runtime_s,Startpoint_Pin,Endpoint_Pin,Startpoint_Clock,Endpoint_Clock,Logic_Levels,Exception
"SUPPLEMENTAL_AGGREGATE_COVERAGE","4","79","79","CELLS_ALL_TIMING_ENDPOINT_PINS","6.000","4.681","0.967","PASS","0.137","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/shadow_last_channel_reg[1]/S","nvp_vclk1","userclk1","7","MaxDelay Path 6.000ns -datapath_only"
