IMAGE_ROLE,CLOCK_NAME,REGISTER_CELL,REF_NAME,TOP_HIERARCHY
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[1]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[2]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[3]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[4]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[5]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[6]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[7]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[8]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[9]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[10]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[11]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[12]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[13]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[14]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxdata_q_reg[15]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxelecidle_q_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/gt_rxvalid_q_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/gt_rx_valid_filter[0].GT_RX_VALID_FILTER_7x_inst/reg_symbol_after_eios_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/phy_rdy_n_int_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/cfg_wait_cnt_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/cfg_wait_cnt_reg[1]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/cfg_wait_cnt_reg[2]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/cfg_wait_cnt_reg[3]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/cfg_wait_cnt_reg[4]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/cfg_wait_cnt_reg[5]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/dclk_rst_reg1_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/dclk_rst_reg2_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/drp_done_reg1_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/drp_done_reg2_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[0]","FDSE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[1]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[2]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[3]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[4]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[5]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[6]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[7]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[8]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[9]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[10]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[11]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[12]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[13]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/FSM_onehot_fsm_reg[14]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/gtreset_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/mmcm_lock_reg1_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/mmcm_lock_reg2_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/phystatus_reg1_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/phystatus_reg2_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/plllock_reg1_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/plllock_reg2_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/pllreset_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/resetdone_reg1_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/resetdone_reg2_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/RST_DRP_START_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/RST_DRP_X16_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/rxpmaresetdone_reg1_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/rxpmaresetdone_reg2_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/rxusrclk_rst_reg1_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/rxusrclk_rst_reg2_reg","FDSE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/txsync_done_reg1_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/txsync_done_reg2_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/gtp_pipe_reset.gtp_pipe_reset_i/userrdy_reg","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gt_wrapper_i/gtp_channel.gtpe2_channel_i","GTPE2_CHANNEL","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/addr_reg_reg[4]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[1]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[2]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[3]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[4]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[5]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[6]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[7]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[8]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[9]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[10]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[11]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[12]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[13]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[14]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/di_reg_reg[15]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/do_reg1_reg[0]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/do_reg1_reg[1]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/do_reg1_reg[2]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/do_reg1_reg[3]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/do_reg1_reg[4]","FDRE","pcie7_g0p8c0_support_i"
"RCA_PASS_CONTROL","clk_125mhz","pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i/do_reg1_reg[5]","FDRE","pcie7_g0p8c0_support_i"
