status,session_id,frame_sequence,raw_sha256,png_sha256,geometry,blocker
NOT_REACHED,N/A,N/A,N/A,N/A,N/A,NVP_DIAG1_R1_DIAGNOSTIC_CDC_MANIFEST_RECONCILIATION_AUTHORITY_REQUIRED
