status,session_id,round,channel,assigned_color,readback,pixel_classification,match,blocker
NOT_REACHED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NVP_DIAG1_R1_DIAGNOSTIC_CDC_MANIFEST_RECONCILIATION_AUTHORITY_REQUIRED
