status,session_id,exact_completions,short,failed,duplicate,missing,pending,integrity_failures,sequence_gaps,overflow,malformed,blocker
NOT_REACHED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NVP_DIAG1_R1_DIAGNOSTIC_CDC_MANIFEST_RECONCILIATION_AUTHORITY_REQUIRED
