status,session_id,classification,dominant_uyvy,dominant_fraction,exact_black_fraction,unique_words,y_min,y_max,y_mean,y_stddev,u_mean,v_mean,blocker
NOT_REACHED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NVP_DIAG1_R1_DIAGNOSTIC_CDC_MANIFEST_RECONCILIATION_AUTHORITY_REQUIRED
