status,session_id,round,channel,sample,novid,agc_lock,clamp_lock,h_lock,classification,blocker
NOT_REACHED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NVP_DIAG1_R1_DIAGNOSTIC_CDC_MANIFEST_RECONCILIATION_AUTHORITY_REQUIRED
