status,session_id,round,channel,primary_bytes,primary_sha256,frame_sequence,blocker
NOT_REACHED,N/A,N/A,N/A,N/A,N/A,N/A,NVP_DIAG1_R1_DIAGNOSTIC_CDC_MANIFEST_RECONCILIATION_AUTHORITY_REQUIRED
