version,root,settings,launcher,internal_exe
2025.2,C:/AMDDesignTools/2025.2/Vivado,C:/AMDDesignTools/2025.2/Vivado/settings64.bat,C:/AMDDesignTools/2025.2/Vivado/bin/vivado.bat,C:/AMDDesignTools/2025.2/Vivado/bin/unwrapped/win64.o/vivado.exe

