Timestamp,Label,Sample,Control,Status,Accepted,Consecutive,SpanMs
1788900908417326139,POST_DISABLE,1,0x00000000,0x000004C4,True,1,0.0
1788900908517393080,POST_DISABLE,2,0x00000000,0x000004C4,True,2,100.067
1788900908617469792,POST_DISABLE,3,0x00000000,0x000004C4,True,3,200.144
1788900908717572984,POST_DISABLE,4,0x00000000,0x000004C4,True,4,300.248
1788900908817674222,POST_DISABLE,5,0x00000000,0x000004C4,True,5,400.349
