session_index,sample_index,monotonic_ms,utc,target_count,device_count,target_path,canonical_id,server_endpoint,transport_class,part,idcode,done,refresh_result
3,1,1788679821832,2026-09-06T07:30:21Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
3,2,1788679822637,2026-09-06T07:30:22Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
3,3,1788679823451,2026-09-06T07:30:23Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
3,4,1788679824262,2026-09-06T07:30:24Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
3,5,1788679825071,2026-09-06T07:30:25Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
