session_index,sample_index,monotonic_ms,utc,target_count,device_count,target_path,canonical_id,server_endpoint,transport_class,part,idcode,done,refresh_result
2,1,1788679165715,2026-09-06T07:19:25Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
2,2,1788679166522,2026-09-06T07:19:26Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
2,3,1788679167338,2026-09-06T07:19:27Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
2,4,1788679168152,2026-09-06T07:19:28Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
2,5,1788679168969,2026-09-06T07:19:28Z,1,1,localhost:3121/xilinx_tcf/Xilinx/80802026a98b01,Xilinx/80802026a98b01,localhost:3121,xilinx_tcf,xc7a35t,0362D093,1,PASS
