Timestamp,Label,Sample,Control,Status,Accepted,Consecutive,SpanMs
1789112856530327805,POST_DISABLE,1,0x00000000,0x000000C4,True,1,0.0
1789112856630511213,POST_DISABLE,2,0x00000000,0x000000C4,True,2,100.182
1789112856730557886,POST_DISABLE,3,0x00000000,0x000000C4,True,3,200.231
1789112856830626881,POST_DISABLE,4,0x00000000,0x000000C4,True,4,300.3
1789112856930715912,POST_DISABLE,5,0x00000000,0x000000C4,True,5,400.389
