"IMAGE_ROLE","HIERARCHY_PATH","RAW_NAME","DEPTH","TOTAL_DYNAMIC_POWER_W","CLOCK_W","IO_W","SIGNAL_W","LOGIC_W","BRAM_W","CLOCK_IP_W","GT_W","PCIE_W","OTHER_REPORTED_CATEGORIES","POWER_VALUE_W","POWER_LOWER_BOUND_W","POWER_UPPER_BOUND_EXCLUSIVE_W","REPORT_RESOLUTION_W","SOURCE_TABLE","SOURCE_FILE","SOURCE_LINE"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/app/PIO/PIO_EP_inst/G0P8C2_CAPTURE/MAILBOX","MAILBOX","5","0.004","0.002","0.000","0.001","<0.001","0.000","0.000","0.000","0.000","","0.004000","0.004000","0.004000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","175"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/app/PIO/PIO_EP_inst/G0P8C2_CAPTURE/PRODUCER","PRODUCER","5","0.007","0.005","0.000","<0.001","0.001","0.000","0.000","0.000","0.000","","0.007000","0.007000","0.007000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","176"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i","pcie7_g0p8c0_support_i","1","0.300","0.006","0.000","0.003","<0.001","0.010","0.107","0.149","0.025","","0.300000","0.300000","0.300000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","177"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i","pcie7_g0p8c0_i","2","0.193","0.006","0.000","0.003","<0.001","0.010","0.000","0.149","0.025","","0.193000","0.193000","0.193000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","178"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst","inst","3","0.193","0.006","0.000","0.003","<0.001","0.010","0.000","0.149","0.025","","0.193000","0.193000","0.193000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","179"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst","inst","4","0.193","0.006","0.000","0.003","<0.001","0.010","0.000","0.149","0.025","","0.193000","0.193000","0.193000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","180"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i","gt_top_i","5","0.154","0.005","0.000","<0.001","<0.001","0.000","0.000","0.149","0.000","","0.154000","0.154000","0.154000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","181"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i","pipe_wrapper_i","6","0.154","0.005","0.000","<0.001","<0.001","0.000","0.000","0.149","0.000","","0.154000","0.154000","0.154000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","182"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gt_wrapper_i","pipe_lane[0].gt_wrapper_i","7","0.149","<0.001","0.000","<0.001","<0.001","0.000","0.000","0.149","0.000","","0.149000","0.149000","0.149000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","183"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i","pipe_lane[0].gtp_pipe_drp.gtp_pipe_drp_i","7","0.001","<0.001","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","184"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_lane[0].pipe_quad.gt_common_enabled.gt_common_int.gt_common_i","pipe_lane[0].pipe_quad.gt_common_enabled.gt_common_int.gt_common_i","7","0.002","0.002","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.002000","0.002000","0.002000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","185"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i","pcie_top_i","5","0.038","<0.001","0.000","0.002","<0.001","0.010","0.000","0.000","0.025","","0.038000","0.038000","0.038000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","186"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/axi_basic_top","axi_basic_top","6","0.001","<0.001","0.000","<0.001","<0.001","0.000","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","187"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i","pcie_7x_i","6","0.037","<0.001","0.000","0.002","<0.001","0.010","0.000","0.000","0.025","","0.037000","0.037000","0.037000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","188"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top","pcie_bram_top","7","0.011","<0.001","0.000","<0.001","0.000","0.010","0.000","0.000","0.000","","0.011000","0.011000","0.011000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","189"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx","pcie_brams_rx","8","0.005","<0.001","0.000","<0.001","0.000","0.005","0.000","0.000","0.000","","0.005000","0.005000","0.005000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","190"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[0].ram","brams[0].ram","9","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","191"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[0].ram/use_tdp.ramb36","use_tdp.ramb36","10","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","192"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[1].ram","brams[1].ram","9","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","193"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[1].ram/use_tdp.ramb36","use_tdp.ramb36","10","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","194"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[2].ram","brams[2].ram","9","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","195"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[2].ram/use_tdp.ramb36","use_tdp.ramb36","10","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","196"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[3].ram","brams[3].ram","9","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","197"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_rx/brams[3].ram/use_tdp.ramb36","use_tdp.ramb36","10","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","198"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx","pcie_brams_tx","8","0.005","<0.001","0.000","<0.001","0.000","0.005","0.000","0.000","0.000","","0.005000","0.005000","0.005000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","199"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[0].ram","brams[0].ram","9","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","200"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[0].ram/use_tdp.ramb36","use_tdp.ramb36","10","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","201"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[1].ram","brams[1].ram","9","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","202"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[1].ram/use_tdp.ramb36","use_tdp.ramb36","10","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","203"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[2].ram","brams[2].ram","9","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","204"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[2].ram/use_tdp.ramb36","use_tdp.ramb36","10","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","205"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[3].ram","brams[3].ram","9","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","206"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pcie7_g0p8c0_i/inst/inst/pcie_top_i/pcie_7x_i/pcie_bram_top/pcie_brams_tx/brams[3].ram/use_tdp.ramb36","use_tdp.ramb36","10","0.001","<0.001","0.000","<0.001","0.000","0.001","0.000","0.000","0.000","","0.001000","0.001000","0.001000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","207"
"RCA_PASS_CONTROL","ahd_capture_top_pcie/pcie7_g0p8c0_support_i/pipe_clock_i","pipe_clock_i","2","0.108","<0.001","0.000","<0.001","<0.001","0.000","0.107","0.000","0.000","","0.108000","0.108000","0.108000","0.001000","3.1 By Hierarchy","C:\FPGA\V41_RCA_PHASE2_POWER_BREAKDOWN_NO_BUILD_R1\04_RCA\raw\REPORT_POWER_HIERARCHY_ALL_VERBOSE.rpt","208"
