payload,phase_token,adapter_class,base_sha256,adapted_sha256,old_literal_count,new_literal_count,semantic_change
r7_prebootstrap_safety_readonly.sh,START,REMOTE_EVIDENCE_DIRECTORY_BLOCK_ONLY,FC7868B7CD536A4F3C3D8365AA6950F8B76378687CEE6B8047DECDF2FD6FDB45,98B776EDF8FEDD8638F71FCAF908D797EF3218938CF79B83A1DFBD6BF0B3EE05,3,7,NONE_OUTSIDE_FRESH_DIRECTORY_LIST
r7_post_reboot_preloader_readonly.sh,Bootstrap,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,19CF42DE01F485321197ADEB829C92B433CB177C268CCE26DB98221218AD139E,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,A1,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,86A64AE776F8DF340863B720AE92F6DDBDC7C88122864CF25FA2766679469D76,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,B1,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,C2C7AEA6D1EE19FDD48D462053C5F88586B88798A19FC28CF1C9F4416F40F4F0,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,A2,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,F26CE0E89ABFE64BEA3A4404F9ACBFA49FAE67B09FFD0C3CF310D9001069B495,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,B2,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,4F4B5DDB044CA590ECF6B4AF3FBBEFAE22ABDB392C573B91155E2F950A96F130,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,A3,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,0725C79101F32DFB510D2DEDB130DB9331587472E5FEB04D7264F174DAD8CF0B,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,B3,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,E81E319C061BD846B55283D0894F74D870A8C3514C46651A4C2E93819C367B05,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL

