capture,executed,line_records,bytes,integrity,complete_frame,note
NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,ACQ1_R1_COMPLETE_ROLLBACK_AUTHORITY_NOT_PROVEN
