level,executed,forward_readback,stable_snapshots,novid_result,entry_bank_restore,note
NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,ACQ1_R1_COMPLETE_ROLLBACK_AUTHORITY_NOT_PROVEN
