scan,status,a8_pre,a8_post,ch1_f2,ch1_f3,novid,f0,note
NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,ACQ1_R1_COMPLETE_ROLLBACK_AUTHORITY_NOT_PROVEN
