sample_index,relative_cycles_from_trigger,relative_time_ns,sda_stage1,sda_stage2,sda_filtered,scl_stage1,scl_stage2,scl_filtered,sda_drive_low,scl_drive_low,ack_decision_strobe,ack_value_used,first_nack_event,first_nack_latched,nvp_reset,vdd1_enable,vdd3_enable,init_active,bit_index,byte_phase,fsm_state,operation_index,current_tx_byte,init_done,init_error,first_error_code,first_error_valid,raw_hex
2229,-843,-13488,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2230,-842,-13472,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2231,-841,-13456,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2232,-840,-13440,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2233,-839,-13424,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2234,-838,-13408,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2235,-837,-13392,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2236,-836,-13376,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2237,-835,-13360,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2238,-834,-13344,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2239,-833,-13328,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2240,-832,-13312,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2241,-831,-13296,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2242,-830,-13280,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2243,-829,-13264,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2244,-828,-13248,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2245,-827,-13232,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2246,-826,-13216,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2247,-825,-13200,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2248,-824,-13184,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2249,-823,-13168,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2250,-822,-13152,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2251,-821,-13136,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2252,-820,-13120,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2253,-819,-13104,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2254,-818,-13088,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2255,-817,-13072,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2256,-816,-13056,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2257,-815,-13040,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2258,-814,-13024,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2259,-813,-13008,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2260,-812,-12992,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2261,-811,-12976,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2262,-810,-12960,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2263,-809,-12944,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2264,-808,-12928,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2265,-807,-12912,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2266,-806,-12896,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2267,-805,-12880,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2268,-804,-12864,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2269,-803,-12848,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2270,-802,-12832,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2271,-801,-12816,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2272,-800,-12800,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2273,-799,-12784,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2274,-798,-12768,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2275,-797,-12752,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2276,-796,-12736,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2277,-795,-12720,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2278,-794,-12704,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2279,-793,-12688,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2280,-792,-12672,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2281,-791,-12656,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2282,-790,-12640,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2283,-789,-12624,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2284,-788,-12608,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2285,-787,-12592,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2286,-786,-12576,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2287,-785,-12560,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2288,-784,-12544,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2289,-783,-12528,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2290,-782,-12512,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2291,-781,-12496,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2292,-780,-12480,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2293,-779,-12464,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2294,-778,-12448,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2295,-777,-12432,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2296,-776,-12416,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2297,-775,-12400,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2298,-774,-12384,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2299,-773,-12368,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2300,-772,-12352,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2301,-771,-12336,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2302,-770,-12320,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2303,-769,-12304,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2304,-768,-12288,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2305,-767,-12272,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2306,-766,-12256,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2307,-765,-12240,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2308,-764,-12224,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2309,-763,-12208,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2310,-762,-12192,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2311,-761,-12176,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2312,-760,-12160,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2313,-759,-12144,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2314,-758,-12128,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2315,-757,-12112,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2316,-756,-12096,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2317,-755,-12080,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2318,-754,-12064,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2319,-753,-12048,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2320,-752,-12032,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2321,-751,-12016,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2322,-750,-12000,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2323,-749,-11984,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2324,-748,-11968,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2325,-747,-11952,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2326,-746,-11936,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2327,-745,-11920,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2328,-744,-11904,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2329,-743,-11888,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2330,-742,-11872,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2331,-741,-11856,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2332,-740,-11840,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2333,-739,-11824,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2334,-738,-11808,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2335,-737,-11792,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2336,-736,-11776,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2337,-735,-11760,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2338,-734,-11744,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2339,-733,-11728,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2340,-732,-11712,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2341,-731,-11696,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2342,-730,-11680,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2343,-729,-11664,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2344,-728,-11648,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2345,-727,-11632,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2346,-726,-11616,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2347,-725,-11600,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2348,-724,-11584,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2349,-723,-11568,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2350,-722,-11552,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2351,-721,-11536,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2352,-720,-11520,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2353,-719,-11504,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2354,-718,-11488,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2355,-717,-11472,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2356,-716,-11456,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2357,-715,-11440,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2358,-714,-11424,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2359,-713,-11408,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2360,-712,-11392,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2361,-711,-11376,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2362,-710,-11360,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2363,-709,-11344,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2364,-708,-11328,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2365,-707,-11312,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2366,-706,-11296,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2367,-705,-11280,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2368,-704,-11264,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2369,-703,-11248,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2370,-702,-11232,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2371,-701,-11216,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2372,-700,-11200,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2373,-699,-11184,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2374,-698,-11168,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2375,-697,-11152,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2376,-696,-11136,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2377,-695,-11120,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2378,-694,-11104,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2379,-693,-11088,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2380,-692,-11072,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2381,-691,-11056,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2382,-690,-11040,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2383,-689,-11024,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2384,-688,-11008,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2385,-687,-10992,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2386,-686,-10976,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2387,-685,-10960,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2388,-684,-10944,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2389,-683,-10928,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2390,-682,-10912,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2391,-681,-10896,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2392,-680,-10880,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2393,-679,-10864,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2394,-678,-10848,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2395,-677,-10832,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2396,-676,-10816,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2397,-675,-10800,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2398,-674,-10784,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2399,-673,-10768,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2400,-672,-10752,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2401,-671,-10736,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2402,-670,-10720,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2403,-669,-10704,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2404,-668,-10688,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2405,-667,-10672,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2406,-666,-10656,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2407,-665,-10640,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2408,-664,-10624,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2409,-663,-10608,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2410,-662,-10592,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2411,-661,-10576,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2412,-660,-10560,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2413,-659,-10544,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2414,-658,-10528,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2415,-657,-10512,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2416,-656,-10496,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2417,-655,-10480,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2418,-654,-10464,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2419,-653,-10448,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2420,-652,-10432,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2421,-651,-10416,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2422,-650,-10400,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2423,-649,-10384,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2424,-648,-10368,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
2425,-647,-10352,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,6,31,96,0,0,0,0,0x000601F06010F278
