run,phase,N,ACK,NACK,timeout,rate,ppm,wilson95_low,wilson95_high,first_nack_zero_based,last_nack_zero_based,adjacent_pairs,run_count,max_consecutive_nacks,block_nacks,block_rates,block_homogeneity_raw_p,runs_raw_p,adjacent_pairs_raw_p,block_homogeneity_holm_p,runs_holm_p,adjacent_pairs_holm_p,stationarity_independence_classification
A1,WADDR,10000,10000,0,0,0.0,0.0,0.0,0.00038399837067659573,,,0,1,0,0;0;0;0;0;0;0;0;0;0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0,1.0,1.0,1.0,1.0,1.0,INSUFFICIENT_EVENTS
A1,REGADDR,10000,10000,0,0,0.0,0.0,0.0,0.00038399837067659573,,,0,1,0,0;0;0;0;0;0;0;0;0;0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0,1.0,1.0,1.0,1.0,1.0,INSUFFICIENT_EVENTS
A1,DATA,10000,10000,0,0,0.0,0.0,0.0,0.00038399837067659573,,,0,1,0,0;0;0;0;0;0;0;0;0;0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0,1.0,1.0,1.0,1.0,1.0,INSUFFICIENT_EVENTS
A2,WADDR,10000,10000,0,0,0.0,0.0,0.0,0.00038399837067659573,,,0,1,0,0;0;0;0;0;0;0;0;0;0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0,1.0,1.0,1.0,1.0,1.0,INSUFFICIENT_EVENTS
A2,REGADDR,10000,10000,0,0,0.0,0.0,0.0,0.00038399837067659573,,,0,1,0,0;0;0;0;0;0;0;0;0;0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0,1.0,1.0,1.0,1.0,1.0,INSUFFICIENT_EVENTS
A2,DATA,10000,10000,0,0,0.0,0.0,0.0,0.00038399837067659573,,,0,1,0,0;0;0;0;0;0;0;0;0;0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0,1.0,1.0,1.0,1.0,1.0,INSUFFICIENT_EVENTS
A3,WADDR,10000,10000,0,0,0.0,0.0,0.0,0.00038399837067659573,,,0,1,0,0;0;0;0;0;0;0;0;0;0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0,1.0,1.0,1.0,1.0,1.0,INSUFFICIENT_EVENTS
A3,REGADDR,10000,10000,0,0,0.0,0.0,0.0,0.00038399837067659573,,,0,1,0,0;0;0;0;0;0;0;0;0;0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0,1.0,1.0,1.0,1.0,1.0,INSUFFICIENT_EVENTS
A3,DATA,10000,10000,0,0,0.0,0.0,0.0,0.00038399837067659573,,,0,1,0,0;0;0;0;0;0;0;0;0;0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0,1.0,1.0,1.0,1.0,1.0,INSUFFICIENT_EVENTS
