run,phase,autoinit_nacks,autoinit_opportunities,probe_nacks,probe_opportunities,autoinit_rate,probe_rate,rate_difference,difference_ci95_low,difference_ci95_high,rate_ratio,rate_ratio_ci95_low,rate_ratio_ci95_high,fisher_exact_greater_p,holm_adjusted_p,run_support_rule
A1,WADDR,3,273,0,10000,0.01098901098901099,0.0,0.01098901098901099,0.003743980864851427,0.031806400719982864,+INF,40.94820342027695,+INF,1.8566746758760485e-05,1.8566746758760485e-05,True
A1,REGADDR,5,273,0,10000,0.018315018315018316,0.0,0.018315018315018316,0.007847513715155732,0.042151551291628606,+INF,78.44493381751185,+INF,1.2786546448621412e-08,2.5573092897242823e-08,True
A1,DATA,7,219,0,10000,0.0319634703196347,0.0,0.0319634703196347,0.01556718745614568,0.0644978272176404,+INF,145.1951206459874,+INF,1.888338286365802e-12,5.665014859097406e-12,True
A2,WADDR,1,275,0,10000,0.0036363636363636364,0.0,0.0036363636363636364,0.0006421523762144347,0.020308193074712395,+INF,6.251653338913169,+INF,0.0267639902676399,0.0267639902676399,False
A2,REGADDR,4,275,0,10000,0.014545454545454545,0.0,0.014545454545454545,0.005670355410610176,0.036797564865571016,+INF,59.165333351571384,+INF,5.022744849072722e-07,1.5068234547218164e-06,True
A2,DATA,2,220,0,10000,0.00909090909090909,0.0,0.00909090909090909,0.0024964665008841832,0.0325364608488643,+INF,28.267388900594675,+INF,0.0004613255420575119,0.0009226510841150238,True
A3,WADDR,3,276,0,10000,0.010869565217391304,0.0,0.010869565217391304,0.0037032109485549886,0.03146605803049479,+INF,40.50196492019487,+INF,1.917109199373522e-05,3.834218398747044e-05,True
A3,REGADDR,3,276,0,10000,0.010869565217391304,0.0,0.010869565217391304,0.0037032109485549886,0.03146605803049479,+INF,40.50196492019487,+INF,1.917109199373522e-05,3.834218398747044e-05,True
A3,DATA,4,220,0,10000,0.01818181818181818,0.0,0.01818181818181818,0.007092396176920291,0.04581029177746248,+INF,74.00827811681751,+INF,2.0904242579375236e-07,6.271272773812571e-07,True
