Checkpoint,Epoch,ErrorStatus,LastErrorCause,Attempted,Committed,Streamed,Dropped,Overflow,Discontinuity,Timestamp
S0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_REACHED
S1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_REACHED
S2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_REACHED
S3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_REACHED
