base_file,phase_token,adapter_class,base_sha256,adapted_sha256,old_literal_count,new_literal_count,semantic_change
r7_prebootstrap_safety_readonly.sh,START,REMOTE_EVIDENCE_DIRECTORY_BLOCK_ONLY,FC7868B7CD536A4F3C3D8365AA6950F8B76378687CEE6B8047DECDF2FD6FDB45,FF5BD477DA58EA481CD6605A03C5FF4A7B1C4861CEEDA16AA96D78BF1FBBD378,3,7,NONE_OUTSIDE_FRESH_DIRECTORY_LIST
r7_post_reboot_preloader_readonly.sh,Bootstrap,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,E93581DBCA64A81AAF1E87A4E1CC9C71AF061D09F6F627EE259162BEC234DCA2,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,A1,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,06413244CBD88D86CDBD48DA5E1A72F4DA3B64D432867143108494E9BA1D67E9,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,B1,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,5E21E15DF6D63539A52BE2AA24F0FFEC3EFD2452EE0788CC9E811A4BBF26ED95,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,A2,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,4CD712CD3122294AA0E7CBAF93B032BC0B638B16A705471E74C2FE16E38E1C9F,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,B2,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,ED36B35BEB3699C407BDADBB5B18064C6969D694FC44F9F926ED415EAB69FB6A,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,A3,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,F9CE79E127618F67C665552FE2A465E84F8023B9E0CD117E82F3E2492287C902,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
r7_post_reboot_preloader_readonly.sh,B3,REMOTE_EVIDENCE_DIRECTORY_LITERAL_ONLY,21748CA9D698B2657862F8EB423DD00D9151A5FB501C18385B7F4B8470B3163D,27E3D6E171C93BD41A7346E3D342CCAEE91214352DFA016351B129752778C62E,1,1,NONE_OUTSIDE_SELECTED_DIRECTORY_LITERAL
