SessionID,Round,Channel,SnapshotGeneration,SnapshotCoherenceRetries,RoundPosition,Classification,ClassificationCode,RouteRequested,RouteReadback,AssignedBGDCOL,BGDCOLCode,BGDCOL78,BGDCOL79,RawNOVID,RawAGCLock,RawComparatorLock,RawHLock,RawChannelStatus,StableSamples,TotalStatusSamples,I2CTransactionCount,I2CNackCountLow8,I2CTimeoutCountLow8,I2CBusRecoveryCountLow8,I2CNackOverflow,I2CTimeoutOverflow,I2CBusRecoveryOverflow,CurrentError,FirstI2CErrorLow8,LastI2CErrorLow8,SnapshotWords,CaptureResult,CaptureBlocker,FrameSequence,FrameSHA256,PNG_SHA256,PixelClassification,CleanupResult,PrimaryBytes,PrimaryExactCompletions,PrimaryShortCompletions,PrimaryFailedCompletions,PrimaryDuplicateCompletions,PrimaryMissingCompletions,PrimaryPendingCompletions,RecordIntegrityFailures,GlobalSequenceGaps,AttemptSequenceGaps,OverflowFlagRecords,MalformedPrecedingFlagRecords,SourceMalformedDelta,SourceDroppedDelta,Line0Present,Line0SOF,FrameReconstruction,DisableLatencyUs,PhysicalQuiescence,FinalPendingAIO,NativeHelperNormalExit
1,1,1,1,0,0,NO_VIDEO_STABLE,2,0x00,0x00,RED,0x6,0x46,0x13,0x0F,0x00,0x0F,0x00,0x57,5,5,87,0,0,0,False,False,False,0x0000,0x00,0x00,0x02240001;0x00000605;0x0F000F00;0x57461305;0x00020001;0x00000057;0x00000000;0x00000000,PASS,,7560,515091C698D633144524F512711B75F9AF3A07BF76593328C0269F702029C696,E6E8BB09241D728EBD32C14BB48DAE6760E216A504E2345CC3228DBBC8ADA446,UNIFORM_BGDCOL_RED,PASS,10240000,2500,0,0,0,0,0,0,0,0,0,0,0,0,True,True,PASS,75.469,PASS,0,True
2,1,2,2,0,1,NO_VIDEO_STABLE,2,0x01,0x01,GREEN,0x4,0x46,0x13,0x0F,0x00,0x0F,0x00,0x57,5,5,117,0,0,0,False,False,False,0x0000,0x00,0x00,0x02440002;0x01010405;0x0F000F00;0x57461305;0x00020042;0x00000075;0x00000000;0x00000000,FAIL,NVP_DIAG1_SESSION_02_CAPTURE_FAILED:RC=1,NOT_REACHED,NOT_REACHED,NOT_REACHED,NOT_REACHED,UNRESOLVED,,,,,,,,,,,,,,,,,,,PASS,,False
