TimestampNs,Phase,ExpectedSession,Attempt,Retry,Valid0,Generation0,Session0,Word0Session,Generation1,Session1,Valid1,FirmwareCurrentSession,MetadataUpperBitsZero,Result,FailureReasons
1789085822712424481,PRE_CAPTURE,1,1,0,1,1,1,1,1,1,1,1,True,PASS,
1789085828472623475,POST_CAPTURE,1,1,0,1,1,1,1,1,1,1,1,True,PASS,
1789085829159586125,PRE_CAPTURE,2,1,0,1,2,2,2,2,2,1,2,True,PASS,
1789085859658885081,POST_CAPTURE,2,1,0,1,2,2,2,2,2,1,2,True,PASS,
