scan,generation,entry_count,bank_group_count,transaction_count,chip_id,revision_id,chip_id_revision_valid,prohibited_reads,nack,timeout,bank_mismatch,incomplete_publication,snapshot_mutation_before_ack,a8_pre,a8_post,a8_changed,raw_sha256,decoded_sha256,raw_path,decoded_path,result
222,223,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,15FF6608875A03B94641D8AEA74BE31E301ED58FB7AAEE5D73AAB3EF720247D3,470FFF06D88608565E1C60832CB67A452C559009F63D0920B1F065D648CFB636,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0222.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0222.json,PASS
223,224,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,27D958810A9006681B4DF564F3DD496D292C2464724039510F378F3211E1DAF4,4905B5E82403B3D325BA75F16BF73D34F7A5E3A6D68755EBDE0E1DBBEEFA178A,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0223.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0223.json,PASS
224,225,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,2ABC5D487CD4CB558F990DECACC3A745A71F5A9B079E1667B58ED245D592EA68,EAEA0C0AAD5FDC27F8A43B676D51E6968EF8B070A043149F37238040446E1764,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0224.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0224.json,PASS
225,226,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,CDD17EA0B90D5BAA700D204D5F672E6FCF55D89CE263C43B1C305AFC945B4AAA,EE4A61CFBFFD1DFAE9A3A02FAFEEFC23C6B6C2C862C6A48329FB73B60B4F5A1C,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0225.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0225.json,PASS
226,227,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,08F086B465AE8E19C4D6D86B1C2C88E557B09A25A767FDCAC047256F58207DC4,FF443A73854430F2AB931ADCB8AA4C958636187D95936D0A259A50822F5AE023,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0226.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0226.json,PASS
227,228,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,5EDFF89F8772E508D7991E215BA1311F8CF305193E07683325074692DBD12E1A,BA1E908C70FECE2DF076121DA1FC28574423A2057ED52FBD43A4601292A1EF0E,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0227.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0227.json,PASS
228,229,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,CDE0B974AB7BE8A23ECC0E56845A811AD81343CF02EC44E8085724A4CD2A9A13,BBB7B79A562AC25AC36DB3610AA5D5BA953A6491CA987D004621998B2350F805,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0228.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0228.json,PASS
229,230,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,0C77AF48155ADDF347A71636FEFB715DA86AC5148EE7088AB49D8E4CA76247A9,71D0409A25FDBE715C83CB579A0691E7458AABE466CE0136C280BEA3EB77E77C,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0229.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0229.json,PASS
230,231,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,BBD55F2AC13FD0142F045734E682D1BA8F4186C3C644596D68BE1FDFE376BB08,F9DE8AB8F9CB0F6CC28F38426973C226531D4AC10D5F029576832DBF9A67D836,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0230.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0230.json,PASS
231,232,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,1F3CFF3EDF088A3EFA331AC5CF8DBD3A1B283B8D9269A64734260A90DBC7BDFA,3549BC19AB5A36679F794097973FDC94DEDE1BF4F051F124924133059D196943,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0231.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0231.json,PASS
232,233,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,C3F5A2BCFA86C483EEDF349BDFD5E8756A12E7DBD28433D222F49BBFE4AEED48,3305A93F20FEC422F1F7D1B97BE3255AD0CE035642745239B344BA2A2CA021D9,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0232.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0232.json,PASS
233,234,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,80339DE91D85974F80179D09077B8A42C7B40175E661B3469FCAABF9AE8C5C6E,72AD46FEA7C5C777731724AE2E7C928904DACA659D522722F7A2180733212605,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0233.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0233.json,PASS
234,235,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,0974CDD5007142A3FE56BE5674216291C7919E43A4D9E7B320F2EF48A0DEC6A3,969C0ABA085D2B9DDC66643C026938E673C47F5C2940F7BFD8A9F0564460C10C,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0234.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0234.json,PASS
235,236,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,C81A93A7794CA87BDB16AF1F1317F7C9CD8526589B85EE0A3490D16E029F4608,AC353676D5BCC411438E977DB78CC4039BA85336A9BE829F4D64EBD9F6245DE7,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0235.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0235.json,PASS
236,237,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,BE05E274B2B16F1235CE4E1B8B5C239C9D0037E15BECECBBE68756A623372A8F,A1343D0C2286259F11C8014FC642AEB7D64222FB67C72EAE8BF84E80E632D735,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0236.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0236.json,PASS
237,238,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,FA474F7274C64E013C57842015656D690FCC6235B93436FB6A3850D0401E0DD4,FF164431B23E8A3A602821CF48EB264FBD60D6D953DCC1DB8071F5DDD6767F87,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0237.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0237.json,PASS
238,239,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,9C188B92BE0F4CED7EB00F54204F83D21EADCB12D23C81364FDFFB051C6B739B,8CC8935EDA6C93714572A6DEE9FEBB28F4A4AC3B0E1C281E7CF23864922A703E,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0238.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0238.json,PASS
239,240,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,48CBDC1D5D85AE4FAD48844FC54FAA682B55A9D7067D48B1ADF13F63FC77BE1F,3CCD6DEB12BCCEB41DCF3E7350D8C2C8F3AD307CAEB03C2FC023E472A24EFBC0,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0239.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0239.json,PASS
240,241,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,7369C1B215D1A9888CC7E24384D369883255B261562AE744104896543A7BA6BA,46FD71F22B3D70FD4ABD2F3872CB2602117E89A6420DC04369216FB702911DD0,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0240.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0240.json,PASS
241,242,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,9E84134EC1BEE521967CCAC26859DB262C5319DA9CBC7475C6CB78DD029B05A4,8F7C1BCCDFF18F81FBCC47F8710D6009C921DB993B4A82FE382055E47BFB2B18,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0241.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0241.json,PASS
242,243,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,D6B15D029519148B9039FA13842E125D22FB3FB539E81C84C0A662600ECB5B19,B1CC0307E031BC6CBFD95F9B3B50908DCFC293079E9F656AB46A4E3A9996CA11,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0242.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0242.json,PASS
243,244,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,5C2EDFCFBA8A5CACE21AC1968AE91B99BCE27B1ECC5086B31EA483AFCC554DE2,3A42932825C97167A9BD5AAF93C9320A97ACA4CBABA96AFB5F46EA1DA59273E0,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0243.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0243.json,PASS
244,245,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,20F8173F1D625D5864C533660EA751E1AE59086728393E0E5F8B2CF82AE2C084,E2ABDF8002131F4AF0AD368E79B39802F6CC5F3774F9F710D48941DD890D9FBC,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0244.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0244.json,PASS
245,246,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,FADB71FEFAA2F606155475CA049A17B2FD907482859ECA8CF99A84C2AB26EF6D,2A7A3C7CC7E908EDFC0F8A6DB5FA89EFC2262B3CEF5345F4B08A6A266E500097,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0245.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0245.json,PASS
246,247,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,4FEB73A9F4672F0877B9DED4CA8935F991194B8909E0B09598BF2FBC9A81D589,FB45B99F6F760F606B0D5F15E7E6CBCAA315E13393A10FF8FE68140A57D95837,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0246.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0246.json,PASS
247,248,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,51EA6273ECBC59D0BB467BB74178410B03D815043A3217E87EFABF35FD193835,C72CDD0E2D83C76CCB2851E2431D033D530ABC328B393552F726ED6653F9044B,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0247.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0247.json,PASS
248,249,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,7FD2C4A34B1328D2365BE0C823E6AB7B556BE39FAA674D04118C35EA8B0F647E,BA72C1AE3F06240E95810EAE8A2E9F13C151F6E7B88A4BF409BABA1D1905870E,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0248.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0248.json,PASS
249,250,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,39CAF6AD6D7166C1138238CBDDFD73322E9F8AA708741ACAAB04FDF17152D4EF,20991E81290A937CC50D611E159F22FCCF1CF21958CBCE79CC839152C57A0D1F,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0249.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0249.json,PASS
250,251,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,E0774CC124300F2068123EB2E43D7D47A135D5A2E2B043DFAF42887F14636BA4,F7559EAA0D51E6D5ED9B9F2B39E55862DEE92551BFD8EB40AE910EE75AE411FE,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0250.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0250.json,PASS
251,252,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,CBC3C924F328D91AEB7CA66B9596702AA20EED6F41805C9D2950B8DE4D75A0D4,97C003C57A9DFE1832D7E92D0863B808D8CD2BC1D4CFA96952D47C2BF73BC751,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0251.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0251.json,PASS
252,253,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,58DAF2B36C32DE478B815C440353EB2E00A9F7A3B1D8D627BCC69559C50F7B60,B1DB3B193D10F1F60AF8552807F05BF04A7D824110EEE109C572A59090541C96,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0252.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0252.json,PASS
253,254,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,609D3B77C4B2EECB86A455503B112FDC7C9950F4B19F68A6BE7C3FBA7D0EAE2F,01EC5D55D43BA1CAF030E2A1AA81277DA9FEEF8DB1C144B2400C98D4211A71B8,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0253.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0253.json,PASS
254,255,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,48894CFBD8C7F295B49C1051FADCC4F9AEB19EBF5B43B5F2EF9D3A62A37C7F02,5175F9E1EDE44BE287515112C27D57822D0F64B3DC30D00587A3B28A948CDBED,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0254.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0254.json,PASS
255,256,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,03D0BA15995DB17AFEA0062D026D686C15A04FB251AD1829D3343BD71B5BB8D7,FD260064E43C79142214334415C44F0C1DFD01C012A388DC2341BF768C658A52,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0255.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0255.json,PASS
256,257,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,0DB33CAA4F256AA1385D596AAF3D6FAF3BFBA052B1A3B4C28A2D89843D5F8740,35F0F6832153B9B60683164606C1DF44A74A9FAD455C0AEE09565328397246E6,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0256.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0256.json,PASS
