scan,generation,entry_count,bank_group_count,transaction_count,chip_id,revision_id,chip_id_revision_valid,prohibited_reads,nack,timeout,bank_mismatch,incomplete_publication,snapshot_mutation_before_ack,a8_pre,a8_post,a8_changed,raw_sha256,decoded_sha256,raw_path,decoded_path,result
1,2,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,5EEC1F985BEFB4A217976BB75D626D90D6E19578B83C92BE818CFA3C753C9945,7384DAC33E7CE2056EF742AEA169D8BC7AD3D8BECDC9CD7A684C4D10C1CEEAE5,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0001.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0001.json,PASS
2,3,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,9327E47332C901015CB0A3D519C9BE2B453E24A03FB02FA08EC08F2EB8B9D14B,18CFC1895A6E18ECE61C2EEEA5A5BF981BAD674C37B986F1C5D853050BFB772C,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0002.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0002.json,PASS
3,4,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,C432BE2876B21A0FCC38E9FA6F3E9A3A1DE516261BB86A6239EAB25AEE748094,B44D441E6D307258D28D687676509FB9983253C22729B23F331C8310E9297549,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0003.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0003.json,PASS
4,5,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,CECDBF47BE1722F4BEB8E8329E77F1D03D8EAD64FBDE59224B0BA9457184AD31,1A0AD9B2E647A4B23072E048BA476EC4C537C041EB52EA7BBE4A67105C8A309B,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0004.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0004.json,PASS
5,6,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,1C0ECCD4A3BB124972DEB26742437EEE710B745ECF157EC47B5B0639EF2C7183,3FCB4B668EAC5218F43E53CD1751A1EACA0D207628BD211F4283BF36E4A58ACC,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0005.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0005.json,PASS
6,7,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,E3DB7F73F310BBEFE6DDFAE2E247B5B2B7E4B2BA827293018DB9247B89112E38,D1E931FEA0D972E818CA0E8AA99D3B0C6CDF241719AE1B1570AA27F526EEC526,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0006.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0006.json,PASS
7,8,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,AA68297390B2822A40F487E9E60E274E94BD9693EAE258E5738620E521902F24,93F7EF81DDB9CFBC7D266F4A89F58EB02C478FF243380FEB58797E2FEB167D9F,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0007.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0007.json,PASS
8,9,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,72FAB503C2069A1A97E5FB20069D018A0286BF0B2D389C635E9843581198FF82,17C5B3A7C8A30AC725B8CA64A430F51972BF7C8F5F0B109960C3EE7C12E4CAFD,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0008.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0008.json,PASS
9,10,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,8B61B4434F3F82011C349334654CD522B705821501E2B9814F04A4259C1214E5,5F1665D0643855D2180626CDE7327D29A2FDDC55D9E2F1FFADFCF8DDF4C66E95,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0009.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0009.json,PASS
10,11,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,007D3587FB55F8DB1AF4DD107FB435A4C9263B7125FB5538A22F4D2B4B7FCC2F,05EDCEDEEC7FA2A2270612667C56E45E888CBC8327EC1E818371C639A46F7A02,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0010.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0010.json,PASS
11,12,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,AB65F8933E6CE973AAE72D46FCB1C8E798016D2F8EFEB2C9AFD876D9152E17FE,9B803FC84028CECF576786E10D917440B5BB6CCF8842EA4244FAB7268ADA94D1,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0011.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0011.json,PASS
12,13,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,23A685E2C67BD5D5A8AC8D7AAA9CC2D8CC7044A4556C4F73476EE54B8A043570,7146FA6FE573EB163BF4E051CF5AAE01FF67C5EA4C15D175B8AD6F382F395531,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0012.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0012.json,PASS
13,14,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,3F8F3DA54AD77E93D41275A7A85B3309B013B0198E329DCA1A0B401FE149AF7C,E2D437AB6F7E5B2A1EBAC6F8DA8CD6E1760D9E913B8B2726F3647BCE4B611850,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0013.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0013.json,PASS
14,15,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,62CEFD671F7993E01E9D593BBC14300D50CB6DF6655DA4438B4058B71650117B,F01911CF62BD9EAB7E5ECADBFBC754B3EF15F2B20105746133FA69909111E301,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0014.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0014.json,PASS
15,16,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,A4C840DB87C05703C2C52193615918AD67D9D61AA6089E792D880C06D7F89C59,3FD492F70F1DEC674C2AE188858A2C6C42FCFD8567AB3C0B57630E565A0EC019,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0015.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0015.json,PASS
16,17,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,666FCA6F67695047AAE96FEEC427B6EFCFE9591328B151A7AC8CB7CADA0CAB68,C94E4853CE307EF02A1C19307898938DA7C303350335B23FC1F8C59066DA8C9B,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0016.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0016.json,PASS
17,18,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,3D2D2C09C8C6C40D609D3561DD625DE5B970462C22CF2001D63BF2C8EF7E216D,4F0BCAEB0C88B429424ED940788BA01A95A50FBD8DC80F1942CFCEE605A4E600,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0017.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0017.json,PASS
18,19,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,167309E87A2087F9ADC8000CFB97CD3C8100DE6C5113AE9F4996BF1202B133E4,2B86D4CC746BD9CF9336BC6148BF339732A5EF94D911DC41772D91DB1D32FFC3,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0018.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0018.json,PASS
19,20,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,91A0263F42A60F947370D51CCA7E335BFB2D0BA1AE33C337DF8E194E66D73709,5F5A313B52B5E49DCA75A450E6DBA0C8BB870A6FEE85D69C041C58722D5599C5,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0019.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0019.json,PASS
20,21,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,3EE059455F217DADD7C0FAE5A0919CAAF73744F5015A3BD55DEEFE862FA0CD16,17E4B00D6F745C5B6595488DB61C24124E8371847145DF4F574D31CFFB9138FC,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0020.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0020.json,PASS
21,22,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,C5AD46E35D89F8AF1461DEF5ADCF0C2EA20CEBCAC6FC5D90893B2C3F4F981880,9A60791D386A990571085BC6123DCE7C9EFB356C1952349EEDA1D8C023C8247D,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0021.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0021.json,PASS
22,23,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,8DA4CABE8391DEAEA8FDF63A27E36B705D70A5AAA4C5EF34FD813299A464F107,5330023352F2321F95DB824427B3A4AE86E71B62877849A7C2A75A33F559A150,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0022.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0022.json,PASS
23,24,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,5060BA957B50C2B2668DEADF5281335DBCA2AF0518125F51423B6D66BC197669,1C82A9DB9707D3A51199C0D0F737E0103AC85F059A968565BF26F8B6DD89EE75,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0023.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0023.json,PASS
24,25,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,D52BF122EA8AE1ED0D02D2F0CE98F73A6A2705367E16F53A7F9DC191ED6297D1,1ACA8AF06A97266E7356589B608E7189ADEB6DE8E5147737FE0B34F952E98570,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0024.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0024.json,PASS
25,26,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,A85F0174D8AAB74F225EF2B9C81F2F37C8B442F8485C5D3ABC19536A4A2259FF,CB37A49DC4609AA176B15F7041E474DC962C22507E430F6E1A3F274228669266,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0025.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0025.json,PASS
26,27,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,8C33E0009B2D268ADC7E8EE0D733DE42908F83E9B4BDF2CB26AA07DE09C1FABF,8AC9DFF5C20722C2EEADAC0EDF7C7E5EE5D88C0A0842AFDEEEAF04174652D794,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0026.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0026.json,PASS
27,28,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,1BCF57F48E110299A007D0601FF24A55D8A39AEF6234925AF74DF85BAF5B1122,D3E7EE643C1EC1BB4B2A705D436431DE0C20A4632FD6E9DBC6B78DECAC7FE273,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0027.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0027.json,PASS
28,29,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,57003ADD5FD0017BE14E9A75B1DE2AECE15D2CBB22F67FED49794C5F5206C35E,2AB671CC6736634685B39463AE48BCDD80DEF3DECDCF277002F9789040ABDC2B,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0028.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0028.json,PASS
29,30,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,763BDFB9552A34E3DF3DC4AEE1A03228EE349BB73B4C709E7477580D8E1613BC,86E61FDEDB50C9CB2E8B47CEF7EA4DFF2E96376E1158EB77E3AF2EEEDC195EED,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0029.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0029.json,PASS
30,31,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,2FD58A6A148F97FE6DAD23CE43B9AAD2D72AA508B4886963F2417EB5EFD6CE2B,058F4FC7B9A79FA0AF89EBB8F4D11FD1B3EEEE1A7B1F2B4D57440C79E3EC4AEC,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0030.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0030.json,PASS
31,32,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,37383EC6F388EE3BD71D04C48F1D8F47486EE8EEC07501C5A21F24DA7101268D,AD883E9CAF89DC809E82361977FB78FBF99EBA04B3BEF7481DAC316BFF28FE7E,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0031.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0031.json,PASS
32,33,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,73FCD0B3363A335886F82D02F49BE630E123D28448B6A9A358B54976089B2F38,8AC5132452C85F91DC31843DEA9057F260DF769378E535CFDF6F374375E34AA6,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0032.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0032.json,PASS
33,34,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,D19EF20CD1EE555CC8D7F3A5FF340FEB73E074BE02528577DAD16DAF2BA7C092,96ADB6E9941E469F72B7C366BA156BBB33CCD761BCA95978FBCDFC1C28E29024,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0033.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0033.json,PASS
34,35,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,63D39E54A05787CCE2DE9BD63AB861E4862E23D29E06C11742F11E74EBDC11E4,5C5FB0FE6CA2909CCD017B28C1857D24C479949A02E7A6313F94E41494391811,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0034.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0034.json,PASS
35,36,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,FFCB48D2799DCCAB4CC7ED65407DCC7CC62262FB096BB96877E625ED3A80BFF9,5D60A6D9AC48BCED016234F01745F9A107E886D4B5800CACB2640B23E86AE2FA,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0035.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0035.json,PASS
36,37,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,1D68066EFD2DAEB9279C99287D88B51B6AADAE29723EA6E7195645304B548A37,7B5B76175D5FE85B615D9F6BCF9D98F7141F73A1B025C9BB972642643469ED60,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0036.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0036.json,PASS
37,38,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,6BE591F4979A91BB5DDC36673AAC13824EE9C42519C6B53B2C4F3E23DBE723DC,889BD21B1503DCCBE302BB8F45119EAA7E3AE055C7621E63F2E6A83C534D679E,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0037.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0037.json,PASS
38,39,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,CAA1D97794190EB522CAE9FE2CB01FB22DCE0E5E24160E44C382A4AA2A8D8572,71374DBF65A1FAF5F6F2000A13641F8DD2DCD73FCAC3E7E14911072CCE9DA91D,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0038.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0038.json,PASS
39,40,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,3CB4A422812AD1DED0ACACD48B503BBA0CFD440714893A914F84259BD2C2F1BD,D545E686D16FA07F1CA8D87F363B29D1E1A136462EE8DEB059CC554F2E0A8AFA,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0039.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0039.json,PASS
40,41,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,B92093ECF713F1542E94D61CDCF3F65BB05A062097837CF3A74DC1E70FB86FD9,FA7D64B6964BB851B6AF267595809A44B649B91D70E9877EA58659F812935DC5,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0040.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0040.json,PASS
41,42,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,947BEAFBB416715102DF92B8CA4A6B6C49D3223FFC6F19AE9891F350A0B18E74,3899647F0B7A1E0F6D1249D17232A5AE86934849B21A0B9AE676459C46A4DFD4,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0041.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0041.json,PASS
42,43,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,59A1236322B3364B64AD1CDFCF38FF4EF33C2B721B9C2F0CCCE34161CD6320B1,33EC262DF1E3BF3AD43AE8889D8102BC396F45EFD8496E9FBB6FD070311ADD9E,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0042.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0042.json,PASS
43,44,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,22602ABC967CBCB7F7408D952350816E484EA524850BFD5ED5C6430AD09BAB76,25406825AFAF2FE9AD167FCE677B862BC728FF3ACED390B22461E36E53A72EDA,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0043.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0043.json,PASS
44,45,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,437CF649883A6B0834822C0BF9FF04382B80AA17CEDC2B1F93E5BEC89C097237,59500D492EC66F5A9B5F2D672E9D4E568EA3CC594B7BDE82C39DB2797B0B6B40,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0044.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0044.json,PASS
45,46,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,B167A2B8A415CAE86E62E1C544CB9FD6ED9F9849777DC3A20B7CE973005E329E,F31EED2B00A31F86BAA8504E84B3175A929D54AC831DFDB96DFACE3CF8C5A98C,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0045.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0045.json,PASS
46,47,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,B89ECB90BAEAAC6AB08D23BC6B606614478BBAF9752EBF9B9A6C2CEE684D8452,D254C2A2092A9D22B0A5B0CE33FB9528C2F1B88E58998E03196F09E685891359,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0046.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0046.json,PASS
47,48,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,94D9579E39BFE36C8E5860C01D1BD24408380601C02C14AB325F1A687746382D,C0D84D1DA68D0E515E97F253B089BC0548E268F893B92A6420A19D432AC0405D,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0047.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0047.json,PASS
48,49,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,2211C873F4E314D61A5175EF992562C03E7C95130078FC139EE50779A82F1683,1256AF654CA9DD44ADEFAB936A585338AB91E5D26CAE7B28927283B4E1A71F2B,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0048.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0048.json,PASS
49,50,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,925209C9FEFA5D66846C2D43E7AF3D25284C2587C53D201A0313AC15A5656221,226E667F8B6BC9A0AF3737EA2CAE98BA50958D9575A6588A9946AD3099E76A2D,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0049.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0049.json,PASS
50,51,82,10,105,0x90,0x01,PASS,0,0,0,0,0,0,15,15,0,7F66A68BA64B670FA67D6FF89CC7D1AC2E75D5AC6A5405A900BD43E65BC62883,51B63C7BFB073510E15EB87D28DFFA3592E80CC69BDB8C9B0302E8BC04E95DA9,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0050.bin,/home/DUT_USER_REDACTED/vcde_artifacts/g2b_nvp_camera_scan1_r1r1/20260911T202728Z/scanner/repetition/scan-0050.json,PASS
