Timestamp,Label,Sample,Control,Status,Accepted,Consecutive,SpanMs
1789085859231477462,FAILURE_PATH,1,0x00000000,0x00000444,True,1,0.0
1789085859331868283,FAILURE_PATH,2,0x00000000,0x00000444,True,2,100.389
1789085859432194497,FAILURE_PATH,3,0x00000000,0x00000444,True,3,200.717
1789085859532493036,FAILURE_PATH,4,0x00000000,0x00000444,True,4,301.016
1789085859632796702,FAILURE_PATH,5,0x00000000,0x00000444,True,5,401.319
