result,baseline_a_sha256,baseline_b_sha256,prepare_a_transaction_start,prepare_a_transaction_end,prepare_a_transaction_delta,prepare_b_transaction_start,prepare_b_transaction_end,prepare_b_transaction_delta,prepare_a_captured_utc_ns,prepare_a_captured_monotonic_ns,prepare_b_captured_utc_ns,prepare_b_captured_monotonic_ns,bgcolor_78_equal,bgcolor_79_equal,route_equal,accepted_product_crosscheck,active_restore_authority,original_bank_host_visible,original_bank_double_host_comparison,original_bank_authority,original_bank_safety_method,original_bank_governance_disposition,functional_nvp_writes_before_baseline_agreement,double_prepare_baseline_gate,scan_start_authorized_monotonic_ns
PASS,1975F1481FB4DCEE15870410AC31D3AB6D05D26F2068E6A34E5D98A972D3FD49,F1119923299CBA99ABE6F7D6C03F5734D086EA769DC30A1C1E3FB9632D3AF66A,0,26,26,26,52,26,1789085821990294638,255219193183,1789085822039636335,255268532896,True,True,True,True,PREPARE_B,False,NOT_AVAILABLE_BY_FROZEN_FIRMWARE_DESIGN,PREPARE_B_FIRMWARE_PRIVATE_VALUE,EACH_PREPARE_READS_AND_RESTORES_BANK;FINAL_VERIFY_RESTORE_PHYSICALLY_READS_AND_COMPARES_BANK,ACCEPTED_FIRMWARE_PRIVATE_OPERATIONAL_CONTEXT,0,PASS,255277927704
