"ObjectIndex","ObjectName","Rule","Ordinal","Severity","Property","Value"
"53","CDC-1#53","CDC-1","53","Critical","FULLNAME","1-bit unknown CDC circuitry"
"53","CDC-1#53","CDC-1","53","Critical","ID","53"
"53","CDC-1#53","CDC-1","53","Critical","IS_WAIVED","0"
"53","CDC-1#53","CDC-1","53","Critical","IS_WAIVED_INTERNAL","0"
"53","CDC-1#53","CDC-1","53","Critical","NAME","CDC-1#53"
"53","CDC-1#53","CDC-1","53","Critical","SEVERITY","Critical"
"53","CDC-1#53","CDC-1","53","Critical","STARTPOINT_CLOCK","userclk1"
"53","CDC-1#53","CDC-1","53","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"53","CDC-1#53","CDC-1","53","Critical","SYNCHRONIZER","EMPTY"
"53","CDC-1#53","CDC-1","53","Critical","WAIVER","EMPTY"
"54","CDC-1#54","CDC-1","54","Critical","CDC_TYPE","No Common Primary Clock"
"54","CDC-1#54","CDC-1","54","Critical","CHECK","CDC-1"
"54","CDC-1#54","CDC-1","54","Critical","CLASS","cdc_violation"
"54","CDC-1#54","CDC-1","54","Critical","DEPTH","0"
"54","CDC-1#54","CDC-1","54","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"54","CDC-1#54","CDC-1","54","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"54","CDC-1#54","CDC-1","54","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_lifetime_dropped_reg[26]/CE"
"54","CDC-1#54","CDC-1","54","Critical","EXCEPTION","Max Delay Datapath Only"
"54","CDC-1#54","CDC-1","54","Critical","EXCEPTION_ID","EMPTY"
"54","CDC-1#54","CDC-1","54","Critical","FULLNAME","1-bit unknown CDC circuitry"
"54","CDC-1#54","CDC-1","54","Critical","ID","54"
"54","CDC-1#54","CDC-1","54","Critical","IS_WAIVED","0"
"54","CDC-1#54","CDC-1","54","Critical","IS_WAIVED_INTERNAL","0"
"54","CDC-1#54","CDC-1","54","Critical","NAME","CDC-1#54"
"54","CDC-1#54","CDC-1","54","Critical","SEVERITY","Critical"
"54","CDC-1#54","CDC-1","54","Critical","STARTPOINT_CLOCK","userclk1"
"54","CDC-1#54","CDC-1","54","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"54","CDC-1#54","CDC-1","54","Critical","SYNCHRONIZER","EMPTY"
"54","CDC-1#54","CDC-1","54","Critical","WAIVER","EMPTY"
"55","CDC-1#55","CDC-1","55","Critical","CDC_TYPE","No Common Primary Clock"
"55","CDC-1#55","CDC-1","55","Critical","CHECK","CDC-1"
"55","CDC-1#55","CDC-1","55","Critical","CLASS","cdc_violation"
"55","CDC-1#55","CDC-1","55","Critical","DEPTH","0"
"55","CDC-1#55","CDC-1","55","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"55","CDC-1#55","CDC-1","55","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"55","CDC-1#55","CDC-1","55","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_lifetime_dropped_reg[27]/CE"
"55","CDC-1#55","CDC-1","55","Critical","EXCEPTION","Max Delay Datapath Only"
"55","CDC-1#55","CDC-1","55","Critical","EXCEPTION_ID","EMPTY"
"55","CDC-1#55","CDC-1","55","Critical","FULLNAME","1-bit unknown CDC circuitry"
"55","CDC-1#55","CDC-1","55","Critical","ID","55"
"55","CDC-1#55","CDC-1","55","Critical","IS_WAIVED","0"
"55","CDC-1#55","CDC-1","55","Critical","IS_WAIVED_INTERNAL","0"
"55","CDC-1#55","CDC-1","55","Critical","NAME","CDC-1#55"
"55","CDC-1#55","CDC-1","55","Critical","SEVERITY","Critical"
"55","CDC-1#55","CDC-1","55","Critical","STARTPOINT_CLOCK","userclk1"
"55","CDC-1#55","CDC-1","55","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"55","CDC-1#55","CDC-1","55","Critical","SYNCHRONIZER","EMPTY"
"55","CDC-1#55","CDC-1","55","Critical","WAIVER","EMPTY"
"56","CDC-1#56","CDC-1","56","Critical","CDC_TYPE","No Common Primary Clock"
"56","CDC-1#56","CDC-1","56","Critical","CHECK","CDC-1"
"56","CDC-1#56","CDC-1","56","Critical","CLASS","cdc_violation"
"56","CDC-1#56","CDC-1","56","Critical","DEPTH","0"
"56","CDC-1#56","CDC-1","56","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"56","CDC-1#56","CDC-1","56","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"56","CDC-1#56","CDC-1","56","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_lifetime_dropped_reg[28]/CE"
"56","CDC-1#56","CDC-1","56","Critical","EXCEPTION","Max Delay Datapath Only"
"56","CDC-1#56","CDC-1","56","Critical","EXCEPTION_ID","EMPTY"
"56","CDC-1#56","CDC-1","56","Critical","FULLNAME","1-bit unknown CDC circuitry"
"56","CDC-1#56","CDC-1","56","Critical","ID","56"
"56","CDC-1#56","CDC-1","56","Critical","IS_WAIVED","0"
"56","CDC-1#56","CDC-1","56","Critical","IS_WAIVED_INTERNAL","0"
"56","CDC-1#56","CDC-1","56","Critical","NAME","CDC-1#56"
"56","CDC-1#56","CDC-1","56","Critical","SEVERITY","Critical"
"56","CDC-1#56","CDC-1","56","Critical","STARTPOINT_CLOCK","userclk1"
"56","CDC-1#56","CDC-1","56","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"56","CDC-1#56","CDC-1","56","Critical","SYNCHRONIZER","EMPTY"
"56","CDC-1#56","CDC-1","56","Critical","WAIVER","EMPTY"
"57","CDC-1#57","CDC-1","57","Critical","CDC_TYPE","No Common Primary Clock"
"57","CDC-1#57","CDC-1","57","Critical","CHECK","CDC-1"
"57","CDC-1#57","CDC-1","57","Critical","CLASS","cdc_violation"
"57","CDC-1#57","CDC-1","57","Critical","DEPTH","0"
"57","CDC-1#57","CDC-1","57","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"57","CDC-1#57","CDC-1","57","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"57","CDC-1#57","CDC-1","57","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_lifetime_dropped_reg[29]/CE"
"57","CDC-1#57","CDC-1","57","Critical","EXCEPTION","Max Delay Datapath Only"
"57","CDC-1#57","CDC-1","57","Critical","EXCEPTION_ID","EMPTY"
"57","CDC-1#57","CDC-1","57","Critical","FULLNAME","1-bit unknown CDC circuitry"
"57","CDC-1#57","CDC-1","57","Critical","ID","57"
"57","CDC-1#57","CDC-1","57","Critical","IS_WAIVED","0"
"57","CDC-1#57","CDC-1","57","Critical","IS_WAIVED_INTERNAL","0"
"57","CDC-1#57","CDC-1","57","Critical","NAME","CDC-1#57"
"57","CDC-1#57","CDC-1","57","Critical","SEVERITY","Critical"
"57","CDC-1#57","CDC-1","57","Critical","STARTPOINT_CLOCK","userclk1"
"57","CDC-1#57","CDC-1","57","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"57","CDC-1#57","CDC-1","57","Critical","SYNCHRONIZER","EMPTY"
"57","CDC-1#57","CDC-1","57","Critical","WAIVER","EMPTY"
"58","CDC-1#58","CDC-1","58","Critical","CDC_TYPE","No Common Primary Clock"
"58","CDC-1#58","CDC-1","58","Critical","CHECK","CDC-1"
"58","CDC-1#58","CDC-1","58","Critical","CLASS","cdc_violation"
"58","CDC-1#58","CDC-1","58","Critical","DEPTH","0"
"58","CDC-1#58","CDC-1","58","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"58","CDC-1#58","CDC-1","58","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"58","CDC-1#58","CDC-1","58","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_lifetime_dropped_reg[30]/CE"
"58","CDC-1#58","CDC-1","58","Critical","EXCEPTION","Max Delay Datapath Only"
"58","CDC-1#58","CDC-1","58","Critical","EXCEPTION_ID","EMPTY"
"58","CDC-1#58","CDC-1","58","Critical","FULLNAME","1-bit unknown CDC circuitry"
"58","CDC-1#58","CDC-1","58","Critical","ID","58"
"58","CDC-1#58","CDC-1","58","Critical","IS_WAIVED","0"
"58","CDC-1#58","CDC-1","58","Critical","IS_WAIVED_INTERNAL","0"
"58","CDC-1#58","CDC-1","58","Critical","NAME","CDC-1#58"
"58","CDC-1#58","CDC-1","58","Critical","SEVERITY","Critical"
"58","CDC-1#58","CDC-1","58","Critical","STARTPOINT_CLOCK","userclk1"
"58","CDC-1#58","CDC-1","58","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"58","CDC-1#58","CDC-1","58","Critical","SYNCHRONIZER","EMPTY"
"58","CDC-1#58","CDC-1","58","Critical","WAIVER","EMPTY"
"59","CDC-1#59","CDC-1","59","Critical","CDC_TYPE","No Common Primary Clock"
"59","CDC-1#59","CDC-1","59","Critical","CHECK","CDC-1"
"59","CDC-1#59","CDC-1","59","Critical","CLASS","cdc_violation"
"59","CDC-1#59","CDC-1","59","Critical","DEPTH","0"
"59","CDC-1#59","CDC-1","59","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"59","CDC-1#59","CDC-1","59","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"59","CDC-1#59","CDC-1","59","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_lifetime_dropped_reg[31]/CE"
"59","CDC-1#59","CDC-1","59","Critical","EXCEPTION","Max Delay Datapath Only"
"59","CDC-1#59","CDC-1","59","Critical","EXCEPTION_ID","EMPTY"
"59","CDC-1#59","CDC-1","59","Critical","FULLNAME","1-bit unknown CDC circuitry"
"59","CDC-1#59","CDC-1","59","Critical","ID","59"
"59","CDC-1#59","CDC-1","59","Critical","IS_WAIVED","0"
"59","CDC-1#59","CDC-1","59","Critical","IS_WAIVED_INTERNAL","0"
"59","CDC-1#59","CDC-1","59","Critical","NAME","CDC-1#59"
"59","CDC-1#59","CDC-1","59","Critical","SEVERITY","Critical"
"59","CDC-1#59","CDC-1","59","Critical","STARTPOINT_CLOCK","userclk1"
"59","CDC-1#59","CDC-1","59","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"59","CDC-1#59","CDC-1","59","Critical","SYNCHRONIZER","EMPTY"
"59","CDC-1#59","CDC-1","59","Critical","WAIVER","EMPTY"
"60","CDC-1#60","CDC-1","60","Critical","CDC_TYPE","No Common Primary Clock"
"60","CDC-1#60","CDC-1","60","Critical","CHECK","CDC-1"
"60","CDC-1#60","CDC-1","60","Critical","CLASS","cdc_violation"
"60","CDC-1#60","CDC-1","60","Critical","DEPTH","0"
"60","CDC-1#60","CDC-1","60","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"60","CDC-1#60","CDC-1","60","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"60","CDC-1#60","CDC-1","60","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_overflow_deferred_reg/R"
"60","CDC-1#60","CDC-1","60","Critical","EXCEPTION","Max Delay Datapath Only"
"60","CDC-1#60","CDC-1","60","Critical","EXCEPTION_ID","EMPTY"
"60","CDC-1#60","CDC-1","60","Critical","FULLNAME","1-bit unknown CDC circuitry"
"60","CDC-1#60","CDC-1","60","Critical","ID","60"
"60","CDC-1#60","CDC-1","60","Critical","IS_WAIVED","0"
"60","CDC-1#60","CDC-1","60","Critical","IS_WAIVED_INTERNAL","0"
"60","CDC-1#60","CDC-1","60","Critical","NAME","CDC-1#60"
"60","CDC-1#60","CDC-1","60","Critical","SEVERITY","Critical"
"60","CDC-1#60","CDC-1","60","Critical","STARTPOINT_CLOCK","userclk1"
"60","CDC-1#60","CDC-1","60","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"60","CDC-1#60","CDC-1","60","Critical","SYNCHRONIZER","EMPTY"
"60","CDC-1#60","CDC-1","60","Critical","WAIVER","EMPTY"
"61","CDC-1#61","CDC-1","61","Critical","CDC_TYPE","No Common Primary Clock"
"61","CDC-1#61","CDC-1","61","Critical","CHECK","CDC-1"
"61","CDC-1#61","CDC-1","61","Critical","CLASS","cdc_violation"
"61","CDC-1#61","CDC-1","61","Critical","DEPTH","0"
"61","CDC-1#61","CDC-1","61","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"61","CDC-1#61","CDC-1","61","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"61","CDC-1#61","CDC-1","61","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_overflow_event_reg/D"
"61","CDC-1#61","CDC-1","61","Critical","EXCEPTION","Max Delay Datapath Only"
"61","CDC-1#61","CDC-1","61","Critical","EXCEPTION_ID","EMPTY"
"61","CDC-1#61","CDC-1","61","Critical","FULLNAME","1-bit unknown CDC circuitry"
"61","CDC-1#61","CDC-1","61","Critical","ID","61"
"61","CDC-1#61","CDC-1","61","Critical","IS_WAIVED","0"
"61","CDC-1#61","CDC-1","61","Critical","IS_WAIVED_INTERNAL","0"
"61","CDC-1#61","CDC-1","61","Critical","NAME","CDC-1#61"
"61","CDC-1#61","CDC-1","61","Critical","SEVERITY","Critical"
"61","CDC-1#61","CDC-1","61","Critical","STARTPOINT_CLOCK","userclk1"
"61","CDC-1#61","CDC-1","61","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"61","CDC-1#61","CDC-1","61","Critical","SYNCHRONIZER","EMPTY"
"61","CDC-1#61","CDC-1","61","Critical","WAIVER","EMPTY"
"62","CDC-1#62","CDC-1","62","Critical","CDC_TYPE","No Common Primary Clock"
"62","CDC-1#62","CDC-1","62","Critical","CHECK","CDC-1"
"62","CDC-1#62","CDC-1","62","Critical","CLASS","cdc_violation"
"62","CDC-1#62","CDC-1","62","Critical","DEPTH","0"
"62","CDC-1#62","CDC-1","62","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"62","CDC-1#62","CDC-1","62","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"62","CDC-1#62","CDC-1","62","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_ownership_clear_pending_reg/D"
"62","CDC-1#62","CDC-1","62","Critical","EXCEPTION","Max Delay Datapath Only"
"62","CDC-1#62","CDC-1","62","Critical","EXCEPTION_ID","EMPTY"
"62","CDC-1#62","CDC-1","62","Critical","FULLNAME","1-bit unknown CDC circuitry"
"62","CDC-1#62","CDC-1","62","Critical","ID","62"
"62","CDC-1#62","CDC-1","62","Critical","IS_WAIVED","0"
"62","CDC-1#62","CDC-1","62","Critical","IS_WAIVED_INTERNAL","0"
"62","CDC-1#62","CDC-1","62","Critical","NAME","CDC-1#62"
"62","CDC-1#62","CDC-1","62","Critical","SEVERITY","Critical"
"62","CDC-1#62","CDC-1","62","Critical","STARTPOINT_CLOCK","userclk1"
"62","CDC-1#62","CDC-1","62","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"62","CDC-1#62","CDC-1","62","Critical","SYNCHRONIZER","EMPTY"
"62","CDC-1#62","CDC-1","62","Critical","WAIVER","EMPTY"
"63","CDC-1#63","CDC-1","63","Critical","CDC_TYPE","No Common Primary Clock"
"63","CDC-1#63","CDC-1","63","Critical","CHECK","CDC-1"
"63","CDC-1#63","CDC-1","63","Critical","CLASS","cdc_violation"
"63","CDC-1#63","CDC-1","63","Critical","DEPTH","0"
"63","CDC-1#63","CDC-1","63","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"63","CDC-1#63","CDC-1","63","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"63","CDC-1#63","CDC-1","63","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_ownership_fatal_deferred_reg/D"
"63","CDC-1#63","CDC-1","63","Critical","EXCEPTION","Max Delay Datapath Only"
"63","CDC-1#63","CDC-1","63","Critical","EXCEPTION_ID","EMPTY"
"63","CDC-1#63","CDC-1","63","Critical","FULLNAME","1-bit unknown CDC circuitry"
"63","CDC-1#63","CDC-1","63","Critical","ID","63"
"63","CDC-1#63","CDC-1","63","Critical","IS_WAIVED","0"
"63","CDC-1#63","CDC-1","63","Critical","IS_WAIVED_INTERNAL","0"
"63","CDC-1#63","CDC-1","63","Critical","NAME","CDC-1#63"
"63","CDC-1#63","CDC-1","63","Critical","SEVERITY","Critical"
"63","CDC-1#63","CDC-1","63","Critical","STARTPOINT_CLOCK","userclk1"
"63","CDC-1#63","CDC-1","63","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"63","CDC-1#63","CDC-1","63","Critical","SYNCHRONIZER","EMPTY"
"63","CDC-1#63","CDC-1","63","Critical","WAIVER","EMPTY"
"64","CDC-1#64","CDC-1","64","Critical","CDC_TYPE","No Common Primary Clock"
"64","CDC-1#64","CDC-1","64","Critical","CHECK","CDC-1"
"64","CDC-1#64","CDC-1","64","Critical","CLASS","cdc_violation"
"64","CDC-1#64","CDC-1","64","Critical","DEPTH","0"
"64","CDC-1#64","CDC-1","64","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"64","CDC-1#64","CDC-1","64","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"64","CDC-1#64","CDC-1","64","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_ownership_fatal_deferred_reg/R"
"64","CDC-1#64","CDC-1","64","Critical","EXCEPTION","Max Delay Datapath Only"
"64","CDC-1#64","CDC-1","64","Critical","EXCEPTION_ID","EMPTY"
"64","CDC-1#64","CDC-1","64","Critical","FULLNAME","1-bit unknown CDC circuitry"
"64","CDC-1#64","CDC-1","64","Critical","ID","64"
"64","CDC-1#64","CDC-1","64","Critical","IS_WAIVED","0"
"64","CDC-1#64","CDC-1","64","Critical","IS_WAIVED_INTERNAL","0"
"64","CDC-1#64","CDC-1","64","Critical","NAME","CDC-1#64"
"64","CDC-1#64","CDC-1","64","Critical","SEVERITY","Critical"
"64","CDC-1#64","CDC-1","64","Critical","STARTPOINT_CLOCK","userclk1"
"64","CDC-1#64","CDC-1","64","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_hard_hold_axi_reg/C"
"64","CDC-1#64","CDC-1","64","Critical","SYNCHRONIZER","EMPTY"
"64","CDC-1#64","CDC-1","64","Critical","WAIVER","EMPTY"
"65","CDC-1#65","CDC-1","65","Critical","CDC_TYPE","No Common Primary Clock"
"65","CDC-1#65","CDC-1","65","Critical","CHECK","CDC-1"
"65","CDC-1#65","CDC-1","65","Critical","CLASS","cdc_violation"
"65","CDC-1#65","CDC-1","65","Critical","DEPTH","0"
"65","CDC-1#65","CDC-1","65","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"65","CDC-1#65","CDC-1","65","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"65","CDC-1#65","CDC-1","65","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_ownership_fatal_event_reg/D"
"65","CDC-1#65","CDC-1","65","Critical","EXCEPTION","Max Delay Datapath Only"
"65","CDC-1#65","CDC-1","65","Critical","EXCEPTION_ID","EMPTY"
"65","CDC-1#65","CDC-1","65","Critical","FULLNAME","1-bit unknown CDC circuitry"
"65","CDC-1#65","CDC-1","65","Critical","ID","65"
"65","CDC-1#65","CDC-1","65","Critical","IS_WAIVED","0"
"65","CDC-1#65","CDC-1","65","Critical","IS_WAIVED_INTERNAL","0"
"65","CDC-1#65","CDC-1","65","Critical","NAME","CDC-1#65"
"65","CDC-1#65","CDC-1","65","Critical","SEVERITY","Critical"
"65","CDC-1#65","CDC-1","65","Critical","STARTPOINT_CLOCK","userclk1"
"65","CDC-1#65","CDC-1","65","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"65","CDC-1#65","CDC-1","65","Critical","SYNCHRONIZER","EMPTY"
"65","CDC-1#65","CDC-1","65","Critical","WAIVER","EMPTY"
"66","CDC-1#66","CDC-1","66","Critical","CDC_TYPE","No Common Primary Clock"
"66","CDC-1#66","CDC-1","66","Critical","CHECK","CDC-1"
"66","CDC-1#66","CDC-1","66","Critical","CLASS","cdc_violation"
"66","CDC-1#66","CDC-1","66","Critical","DEPTH","0"
"66","CDC-1#66","CDC-1","66","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"66","CDC-1#66","CDC-1","66","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"66","CDC-1#66","CDC-1","66","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/source_ownership_fatal_reg/D"
"66","CDC-1#66","CDC-1","66","Critical","EXCEPTION","Max Delay Datapath Only"
"66","CDC-1#66","CDC-1","66","Critical","EXCEPTION_ID","EMPTY"
"66","CDC-1#66","CDC-1","66","Critical","FULLNAME","1-bit unknown CDC circuitry"
"66","CDC-1#66","CDC-1","66","Critical","ID","66"
"66","CDC-1#66","CDC-1","66","Critical","IS_WAIVED","0"
"66","CDC-1#66","CDC-1","66","Critical","IS_WAIVED_INTERNAL","0"
"66","CDC-1#66","CDC-1","66","Critical","NAME","CDC-1#66"
"66","CDC-1#66","CDC-1","66","Critical","SEVERITY","Critical"
"66","CDC-1#66","CDC-1","66","Critical","STARTPOINT_CLOCK","userclk1"
"66","CDC-1#66","CDC-1","66","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"66","CDC-1#66","CDC-1","66","Critical","SYNCHRONIZER","EMPTY"
"66","CDC-1#66","CDC-1","66","Critical","WAIVER","EMPTY"
"67","CDC-1#67","CDC-1","67","Critical","CDC_TYPE","No Common Primary Clock"
"67","CDC-1#67","CDC-1","67","Critical","CHECK","CDC-1"
"67","CDC-1#67","CDC-1","67","Critical","CLASS","cdc_violation"
"67","CDC-1#67","CDC-1","67","Critical","DEPTH","0"
"67","CDC-1#67","CDC-1","67","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"67","CDC-1#67","CDC-1","67","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"67","CDC-1#67","CDC-1","67","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/transport_ack_toggle_source_reg/D"
"67","CDC-1#67","CDC-1","67","Critical","EXCEPTION","Max Delay Datapath Only"
"67","CDC-1#67","CDC-1","67","Critical","EXCEPTION_ID","EMPTY"
"67","CDC-1#67","CDC-1","67","Critical","FULLNAME","1-bit unknown CDC circuitry"
"67","CDC-1#67","CDC-1","67","Critical","ID","67"
"67","CDC-1#67","CDC-1","67","Critical","IS_WAIVED","0"
"67","CDC-1#67","CDC-1","67","Critical","IS_WAIVED_INTERNAL","0"
"67","CDC-1#67","CDC-1","67","Critical","NAME","CDC-1#67"
"67","CDC-1#67","CDC-1","67","Critical","SEVERITY","Critical"
"67","CDC-1#67","CDC-1","67","Critical","STARTPOINT_CLOCK","userclk1"
"67","CDC-1#67","CDC-1","67","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[0]/C"
"67","CDC-1#67","CDC-1","67","Critical","SYNCHRONIZER","EMPTY"
"67","CDC-1#67","CDC-1","67","Critical","WAIVER","EMPTY"
"68","CDC-1#68","CDC-1","68","Critical","CDC_TYPE","No Common Primary Clock"
"68","CDC-1#68","CDC-1","68","Critical","CHECK","CDC-1"
"68","CDC-1#68","CDC-1","68","Critical","CLASS","cdc_violation"
"68","CDC-1#68","CDC-1","68","Critical","DEPTH","0"
"68","CDC-1#68","CDC-1","68","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"68","CDC-1#68","CDC-1","68","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"68","CDC-1#68","CDC-1","68","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/transport_retire_pending_source_reg/D"
"68","CDC-1#68","CDC-1","68","Critical","EXCEPTION","Max Delay Datapath Only"
"68","CDC-1#68","CDC-1","68","Critical","EXCEPTION_ID","EMPTY"
"68","CDC-1#68","CDC-1","68","Critical","FULLNAME","1-bit unknown CDC circuitry"
"68","CDC-1#68","CDC-1","68","Critical","ID","68"
"68","CDC-1#68","CDC-1","68","Critical","IS_WAIVED","0"
"68","CDC-1#68","CDC-1","68","Critical","IS_WAIVED_INTERNAL","0"
"68","CDC-1#68","CDC-1","68","Critical","NAME","CDC-1#68"
"68","CDC-1#68","CDC-1","68","Critical","SEVERITY","Critical"
"68","CDC-1#68","CDC-1","68","Critical","STARTPOINT_CLOCK","userclk1"
"68","CDC-1#68","CDC-1","68","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[0]/C"
"68","CDC-1#68","CDC-1","68","Critical","SYNCHRONIZER","EMPTY"
"68","CDC-1#68","CDC-1","68","Critical","WAIVER","EMPTY"
"69","CDC-1#69","CDC-1","69","Critical","CDC_TYPE","No Common Primary Clock"
"69","CDC-1#69","CDC-1","69","Critical","CHECK","CDC-1"
"69","CDC-1#69","CDC-1","69","Critical","CLASS","cdc_violation"
"69","CDC-1#69","CDC-1","69","Critical","DEPTH","0"
"69","CDC-1#69","CDC-1","69","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"69","CDC-1#69","CDC-1","69","Critical","ENDPOINT_CLOCK","userclk1"
"69","CDC-1#69","CDC-1","69","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/axi_hard_episode_reg/D"
"69","CDC-1#69","CDC-1","69","Critical","EXCEPTION","Max Delay Datapath Only"
"69","CDC-1#69","CDC-1","69","Critical","EXCEPTION_ID","EMPTY"
"69","CDC-1#69","CDC-1","69","Critical","FULLNAME","1-bit unknown CDC circuitry"
"69","CDC-1#69","CDC-1","69","Critical","ID","69"
"69","CDC-1#69","CDC-1","69","Critical","IS_WAIVED","0"
"69","CDC-1#69","CDC-1","69","Critical","IS_WAIVED_INTERNAL","0"
"69","CDC-1#69","CDC-1","69","Critical","NAME","CDC-1#69"
"69","CDC-1#69","CDC-1","69","Critical","SEVERITY","Critical"
"69","CDC-1#69","CDC-1","69","Critical","STARTPOINT_CLOCK","nvp_vclk1"
"69","CDC-1#69","CDC-1","69","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]/C"
"69","CDC-1#69","CDC-1","69","Critical","SYNCHRONIZER","EMPTY"
"69","CDC-1#69","CDC-1","69","Critical","WAIVER","EMPTY"
"70","CDC-1#70","CDC-1","70","Critical","CDC_TYPE","No Common Primary Clock"
"70","CDC-1#70","CDC-1","70","Critical","CHECK","CDC-1"
"70","CDC-1#70","CDC-1","70","Critical","CLASS","cdc_violation"
"70","CDC-1#70","CDC-1","70","Critical","DEPTH","0"
"70","CDC-1#70","CDC-1","70","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"70","CDC-1#70","CDC-1","70","Critical","ENDPOINT_CLOCK","userclk1"
"70","CDC-1#70","CDC-1","70","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/axis_global_reg[0]/CE"
"70","CDC-1#70","CDC-1","70","Critical","EXCEPTION","Max Delay Datapath Only"
"70","CDC-1#70","CDC-1","70","Critical","EXCEPTION_ID","EMPTY"
"70","CDC-1#70","CDC-1","70","Critical","FULLNAME","1-bit unknown CDC circuitry"
"70","CDC-1#70","CDC-1","70","Critical","ID","70"
"70","CDC-1#70","CDC-1","70","Critical","IS_WAIVED","0"
"70","CDC-1#70","CDC-1","70","Critical","IS_WAIVED_INTERNAL","0"
"70","CDC-1#70","CDC-1","70","Critical","NAME","CDC-1#70"
"70","CDC-1#70","CDC-1","70","Critical","SEVERITY","Critical"
"70","CDC-1#70","CDC-1","70","Critical","STARTPOINT_CLOCK","nvp_vclk1"
"70","CDC-1#70","CDC-1","70","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/own_ok_hold_source_reg/C"
