Rule,Severity,Description,Depth,SourceClock,DestinationClock,Exception,DestinationEndpoint,ProductMultiplicity,DiagnosticMultiplicity,Disposition
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axi_hard_episode_reg/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[0]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[10]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[11]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[12]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[13]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[14]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[15]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[16]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[17]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[18]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[19]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[1]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[20]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[21]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[22]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[23]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[24]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[25]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[26]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[27]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[28]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[29]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[2]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[30]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[31]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[3]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[4]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[5]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[6]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[7]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[8]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_global_reg[9]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_state_reg[0]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_state_reg[1]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/axis_state_reg[2]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_fifo_count_reg[0]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_fifo_count_reg[1]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_fifo_count_reg[2]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_fifo_head_reg[0]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_fifo_head_reg[1]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_fifo_tail_reg[0]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_fifo_tail_reg[1]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_seen_axi_reg[0]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_seen_axi_reg[1]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_seen_axi_reg[2]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/commit_seen_axi_reg[3]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/error_status_axi_reg[4]/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_clear_qualified_axi_reg/D,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[0]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[10]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[11]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[12]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[13]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[14]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[15]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[16]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[17]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[18]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[19]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[1]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[20]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[21]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[22]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[23]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[24]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[25]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[26]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[27]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[28]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[29]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[2]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[30]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[31]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[3]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[4]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[5]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[6]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[7]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[8]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/fatal_generation_axi_reg[9]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[0]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[10]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[11]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[12]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[13]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[14]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[15]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[16]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[17]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[18]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[19]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[1]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[20]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[21]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[22]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[23]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[24]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[25]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[26]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[27]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[28]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[29]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[2]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[30]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[31]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[3]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[4]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[5]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[6]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[7]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[8]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/global_stream_next_axi_reg[9]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[0]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[10]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[11]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[12]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[13]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[14]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[15]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[16]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[17]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[18]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[19]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[1]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[20]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[21]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[22]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[23]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[24]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[25]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[26]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[27]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[28]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[29]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[2]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[30]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[31]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[3]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[4]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[5]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[6]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[7]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[8]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_channel_axi_reg[9]/CE,1,1,IDENTICAL
CDC-1,Critical,1-bit unknown CDC circuitry,0,nvp_vclk1,userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/last_error_cause_axi_reg[0]/D,1,1,IDENTICAL
