status,read_timestamp_utc,offset,width_bits,raw_value,byte_order,register,decoded_value,authorized_range,access,provenance
NOT_REACHED,N/A,N/A,N/A,N/A,N/A,N/A,T1 blocked before exact XDMA user-device mapping,0x0000..0x0030;0x0080..0x00B4,READ_ONLY_NOT_EXECUTED,No legacy MMIO access performed
