Capture,ControllerResult,ExactCompletions,PrimaryBytes,DisableLatencyUs,IntegrityFailures,GlobalGaps,AttemptGaps,PrimaryOverflowFlags,MalformedPrecedingFlags,FrameStructure,ContentClassification,NonblackGate,PostTargetTail
BASELINE_01,PASS,2500,10240000,330.702,0,0,0,0,0,PASS,EXACT_DIGITAL_BLACK,FAIL,PRESENT
