FrameOrdinal,Epoch,SourceFrameSequence,PrimaryRecordFirst,PrimaryRecordLast,RawFrameSHA256,PNG_SHA256,ThumbnailSHA256,Classification,NonblackGate
1,4,311710,836,1915,3B189674E4CBA4542AF800037704EF3A5DABAD5ACF43285C19082AB776B246B0,C1161E09BB43363D2777BDB410B3E59E98B33EAE3B374322B5E86079AB089A12,2BFFAC96A5D7812C93C93F452E162E6EF9B969DE648DF823E30D7F776D554D4C,EXACT_DIGITAL_BLACK,FAIL
