CaptureA,CaptureB,FrameHashesDiffer,ChangedLumaPercentGe2,MeanAbsoluteYDifference,MaximumYDifference,ChangedScanlines,TemporalContent
BASELINE_01,NOT_RUN,NOT_REACHED,N/A,N/A,N/A,N/A,NOT_TESTED
