Capture,InitialSubmitted,MaximumOutstanding,TotalSubmitted,ExactCompletions,ShortCompletions,FailedCompletions,DuplicateCompletions,PendingFinal,PrimaryBytes,DescriptorViolations,DescriptorStarvation,HelperExit
BASELINE_01,1024,1024,2500,2500,0,0,0,0,10240000,0,0,0
