Capture,FrameSequence,Epoch,FrameSHA256,Unique4ByteUYVYWords,ExactBlackWordFractionPercent,PixelsDifferingFromDigitalBlack,TotalPixels,UniqueY,UniqueU,UniqueV,YMin,YMax,YMean,YStdDev,YPercentile1,YPercentile5,YPercentile50,YPercentile95,YPercentile99,UMean,UVariance,VMean,VVariance,PixelsY16Percent,UniqueScanlineHashes,ConsecutiveIdenticalScanlinePairs,LongestIdenticalScanlineRun,HorizontalEdgeEnergy,VerticalEdgeEnergy,RowMeanVariance,ColumnMeanVariance,Classification,NonblackGate
BASELINE_01,311710,4,3B189674E4CBA4542AF800037704EF3A5DABAD5ACF43285C19082AB776B246B0,1,100.0,0,2073600,1,1,1,16,16,16.0,0.0,16,16,16,16,16,128.0,0.0,128.0,0.0,100.0,1,1079,1080,0.0,0.0,0.0,0.0,EXACT_DIGITAL_BLACK,FAIL
